T_32,T_37,T_43,T_47,T_50,T_53,T_55,T_56,T_57,T_63,T_67,T_80,T_82,T_83,T_99,T_106,T_110,T_SC,T_32_NM,T_37_NM,T_43_NM,T_47_NM,T_50_NM,T_53_NM,T_55_NM,T_56_NM,T_57_NM,T_63_NM,T_67_NM,T_80_NM,T_82_NM,T_83_NM,T_99_NM,T_106_NM,T_110_NM,T_SC_NM
10,0,0,1,0,0,0,7351,7275,2.22,0,0,0,7313.00 ,0.00 ,0,0,60.25,0.037209302,0,0,0.142857143,0,0,0,0.049791379,0.056090547,0.187169312,0,0,0,0.052737284,0,0,0,0.331129072
10,0,1,3,1,0,0,1590,1175,2.22,20,0,1,1382.50 ,44.33 ,0,1,68.88,0.037209302,0,0.142857143,0.428571429,0.022222222,0,0,0.010769731,0.009059298,0.187169312,0.010357328,0,0.006369427,0.00996982,0.012297735,0,1,0.542493265
6,0,3,0,0,0,0,1818,2236,2.22,0,0,0,2027.00 ,0.00 ,0,0,53.58,0.018604651,0,0.428571429,0,0,0,0,0.01231407,0.017239651,0.187169312,0,0,0,0.014617595,0,0,0,0.167768797
11,0,5,1,3,2,0,2428,2420,2.22,5,1,8,2424.00 ,11.33 ,0,1,64.17,0.041860465,0,0.714285714,0.142857143,0.066666667,0.047619048,0,0.016445853,0.018658299,0.187169312,0.002589332,0.5,0.050955414,0.017480538,0.003143782,0,1,0.427136909
49,1,0,2,0,0,0,4707,4901,2.22,6,2,0,4804.00 ,10.33 ,0,1,59.34,0.218604651,1,0,0.285714286,0,0,0,0.031882468,0.03778691,0.187169312,0.003107198,1,0,0.034643773,0.002866389,0,1,0.308841538
5,0,0,1,0,0,0,1400,1449,3.36,0,0,0,1424.50 ,0.00 ,0,0,63.78,0.013953488,0,0,0.142857143,0,0,0,0.009482782,0.011171849,0.262566138,0,0,0,0.010272701,0,0,0,0.417585109
31,1,0,3,1,0,0,4906,3186,3.36,0,2,1,4046.00 ,0.00 ,0,0,68.62,0.134883721,1,0,0.428571429,0.022222222,0,0,0.033230377,0.02456419,0.262566138,0,1,0.006369427,0.029177499,0,0,0,0.536125398
32,0,5,2,0,0,0,4187,3997,3.36,89,1,0,4092.00 ,60.67 ,1,1,68.37,0.139534884,0,0.714285714,0.285714286,0,0,0,0.028360292,0.030817033,0.262566138,0.046090109,0.5,0,0.029509225,0.016828479,1,1,0.530002449
5,1,0,2,1,0,0,2709,1857,3.36,0,2,1,2283.00 ,0.00 ,1,0,61.06,0.013953488,1,0,0.285714286,0.022222222,0,0,0.018349183,0.014317546,0.262566138,0,1,0.006369427,0.016463725,0,1,0,0.350967426
13,0,0,2,0,0,0,2232,1160,3.36,0,0,0,1696.00 ,0.00 ,0,0,54.68,0.051162791,0,0,0.285714286,0,0,0,0.015118264,0.008943647,0.262566138,0,0,0,0.012230608,0,0,0,0.194709772
16,0,3,2,4,0,0,1277,1358,3.36,4,1,4,1317.50 ,73.33 ,1,1,60.13,0.065116279,0,0.428571429,0.285714286,0.088888889,0,0,0.008649652,0.010470235,0.262566138,0.002071466,0.5,0.025477707,0.009501076,0.020342117,1,1,0.328190056
14,1,0,1,0,0,0,15506,15916,4.62,4,1,0,15711.00 ,1.33 ,0,1,61.72,0.055813953,1,0,0.142857143,0,0,0,0.105028584,0.122713009,0.345899471,0.002071466,0.5,0,0.113298983,0.000369857,0,1,0.367132011
2,0,0,0,0,0,0,1659,2123,1.62,19,0,0,1891.00 ,37.33 ,0,1,58.56,0,0,0,0,0,0,0,0.011237097,0.016368417,0.147486772,0.009839461,0,0,0.013636839,0.010355987,0,1,0.289737938
23,0,3,1,6,1,0,2428,1232,-0.61,0,1,8,1830.00 ,0.00 ,1,0,70.46,0.097674419,0,0.428571429,0.142857143,0.133333333,0.023809524,0,0.016445853,0.00949877,0,0,0.5,0.050955414,0.013196941,0,1,0,0.581190301
27,0,6,0,0,0,0,5288,5908,3.86,0,0,0,5598.00 ,15.00 ,0,1,63.56,0.11627907,0,0.857142857,0,0,0,0,0.035817822,0.045550921,0.295634921,0,0,0,0.040369659,0.004160888,0,1,0.412196914
4,0,0,0,0,0,0,471,760,3.86,0,0,0,615.50 ,0.00 ,0,0,61.81,0.009302326,0,0,0,0,0,0,0.003190279,0.005859631,0.295634921,0,0,0,0.004438643,0,0,0,0.369336272
12,1,2,2,2,1,0,3354,2527,3.86,0,2,4,2940.50 ,10.67 ,0,1,63.87,0.046511628,1,0.285714286,0.285714286,0.044444444,0.023809524,0,0.022718036,0.019483273,0.295634921,0,1,0.025477707,0.021205248,0.002958853,0,1,0.419789371
15,0,2,2,2,0,0,2592,517,3.86,0,1,2,1554.50 ,24.67 ,0,1,60.8,0.060465116,0,0.285714286,0.285714286,0.044444444,0,0,0.017556693,0.003986091,0.295634921,0,0.5,0.012738854,0.011210188,0.006842349,0,1,0.344599559
16,0,0,0,4,0,0,3958,3381,3.86,0,0,6,3669.50 ,0.00 ,0,0,59.57,0.065116279,0,0,0,0.088888889,0,0,0.026809179,0.026067648,0.295634921,0,0,0.038216561,0.026462391,0,0,0,0.314474651
153,0,2,1,4,6,0,24434,1505,3.13,0,1,56,12969.50 ,67.00 ,1,1,71.38,0.702325581,0,0.285714286,0.142857143,0.088888889,0.142857143,0,0.165501639,0.011603611,0.247354497,0,0.5,0.356687898,0.093528812,0.018585298,1,1,0.603722753
22,0,0,0,2,0,0,2440,2546,3.86,0,0,2,2493.00 ,3.67 ,0,1,68.76,0.093023256,0,0,0,0.044444444,0,0,0.016527134,0.019629764,0.295634921,0,0,0.012738854,0.017978128,0.001017106,0,1,0.539554249
5,0,0,0,0,0,0,2762,1844,3.86,0,0,0,2303.00 ,0.00 ,0,0,59.26,0.013953488,0,0,0,0,0,0,0.018708174,0.014217315,0.295634921,0,0,0,0.016607954,0,0,0,0.306882194
19,1,0,4,1,3,0,5593,4571,3.13,0,2,9,5082.00 ,0.00 ,1,0,71.83,0.079069767,1,0,0.571428571,0.022222222,0.071428571,0,0.037883714,0.035242596,0.247354497,0,1,0.057324841,0.036648554,0,1,0,0.614744061
13,0,0,0,0,0,0,1623,1618,3.13,0,0,0,1620.50 ,0.00 ,0,0,70.92,0.051162791,0,0,0,0,0,0,0.010993254,0.012474846,0.247354497,0,0,0,0.011686144,0,0,0,0.592456527
20,0,0,0,0,0,0,3265,2896,3.86,0,0,0,3080.50 ,0.00 ,0,0,59.16,0.08372093,0,0,0,0,0,0,0.022115202,0.022328278,0.295634921,0,0,0,0.022214851,0,0,0,0.304433015
50,0,6,0,0,9,0,7778,6248,3.86,0,0,10,7013.00 ,0.00 ,1,0,72.26,0.223255814,0,0.857142857,0,0,0.214285714,0,0.052683627,0.048172335,0.295634921,0,0,0.063694268,0.050573851,0,1,0,0.625275533
9,0,0,0,2,0,0,2036,2757,3.13,0,0,2,2396.50 ,4.33 ,0,1,59.46,0.03255814,0,0,0,0.044444444,0,0,0.013790674,0.021256582,0.247354497,0,0,0.012738854,0.017282223,0.001202034,0,1,0.311780554
17,1,3,3,2,2,0,5106,3245,3.13,0,2,12,4175.50 ,55.67 ,1,1,70.71,0.069767442,1,0.428571429,0.428571429,0.044444444,0.047619048,0,0.034585061,0.025019082,0.247354497,0,1,0.076433121,0.030111381,0.015441516,1,1,0.58731325
16,0,0,0,1,0,0,2343,2635,3.13,0,0,1,2489.00 ,0.00 ,0,0,67.86,0.065116279,0,0,0,0.022222222,0,0,0.015870113,0.020315957,0.247354497,0,0,0.006369427,0.017949282,0,0,0,0.517511634
15,1,1,3,2,3,0,13287,6317,3.13,0,1,24,9802.00 ,6.00 ,0,1,65.75,0.060465116,1,0.142857143,0.428571429,0.044444444,0.071428571,0,0.089998374,0.048704328,0.247354497,0,0.5,0.152866242,0.070686565,0.001664355,0,1,0.465833946
25,0,0,0,0,0,0,5559,4679,3.13,0,0,0,5119.00 ,0.00 ,0,0,61.86,0.106976744,0,0,0,0,0,0,0.037653418,0.036075281,0.247354497,0,0,0,0.036915377,0,0,0,0.370560862
8,0,4,0,0,0,0,1142,1354,3.13,0,0,0,1248.00 ,14.67 ,0,1,56.19,0.027906977,0,0.571428571,0,0,0,0,0.007735241,0.010439395,0.247354497,0,0,0,0.008999881,0.004068423,0,1,0.231692383
7,0,5,0,1,0,0,7488,5248,3.13,0,0,1,6368.00 ,0.00 ,0,0,62.3,0.023255814,0,0.714285714,0,0.022222222,0,0,0.050719337,0.040462294,0.247354497,0,0,0.006369427,0.04592247,0,0,0,0.381337252
9,0,5,1,7,2,0,1586,1903,3.96,68,1,13,1744.50 ,79.33 ,1,1,63.1,0.03255814,0,0.714285714,0.142857143,0.155555556,0.047619048,0,0.010742637,0.014672208,0.302248677,0.035214915,0.5,0.082802548,0.012580363,0.022006472,1,1,0.400930688
5,0,2,0,2,17,0,2820,1905,4.25,0,0,19,2362.50 ,24.00 ,0,1,57.9,0.013953488,0,0.285714286,0,0.044444444,0.404761905,0,0.019101032,0.014687628,0.321428571,0,0,0.121019108,0.017037034,0.00665742,0,1,0.273573353
7,0,0,1,0,1,0,1196,1680,3.96,0,0,1,1438.00 ,0.00 ,0,0,59.55,0.023255814,0,0,0.142857143,0,0.023809524,0,0.008101005,0.012952869,0.302248677,0,0,0.006369427,0.010370055,0,0,0,0.313984815
37,0,2,2,0,1,0,5958,4443,3.96,39,1,1,5200.50 ,77.33 ,0,1,65.72,0.162790698,0,0.285714286,0.285714286,0,0.023809524,0,0.040356011,0.034255711,0.302248677,0.020196789,0.5,0.006369427,0.03750311,0.021451687,0,1,0.465099192
6,0,0,1,0,1,0,2171,2741,4.25,0,0,1,2456.00 ,0.00 ,0,0,53.27,0.018604651,0,0,0.142857143,0,0.023809524,0,0.014705085,0.021133222,0.321428571,0,0,0.006369427,0.017711304,0,0,0,0.160176341
8,0,4,0,0,0,0,1423,1253,3.96,0,0,0,1338.00 ,0.00 ,0,0,58.59,0.027906977,0,0.571428571,0,0,0,0,0.009638571,0.009660681,0.302248677,0,0,0,0.009648911,0,0,0,0.290472692
10,0,3,0,0,0,0,1373,1240,3.96,0,0,0,1306.50 ,0.00 ,0,0,61,0.037209302,0,0.428571429,0,0,0,0,0.0092999,0.009560451,0.302248677,0,0,0,0.00942175,0,0,0,0.349497918
12,0,0,0,0,0,0,1990,1567,3.96,0,0,0,1778.50 ,0.00 ,0,0,56.61,0.046511628,0,0,0,0,0,0,0.013479097,0.012081634,0.302248677,0,0,0,0.012825552,0,0,0,0.241978937
5,0,0,0,0,0,0,0,0,0.14,0,0,0,0.00 ,0.00 ,0,0,56.97,0.013953488,0,0,0,0,0,0,0,0,0.049603175,0,0,0,0,0,0,0,0.250795983
9,0,0,0,0,0,0,4425,6356,11.26,0,0,0,5390.50 ,0.00 ,0,0,58.6,0.03255814,0,0,0,0,0,0,0.029972364,0.049005019,0.78505291,0,0,0,0.038873284,0,0,0,0.29071761
9,0,0,0,0,0,0,23992,13562,2.62,0,0,0,18777.00 ,0.00 ,0,0,54.15,0.03255814,0,0,0,0,0,0,0.162507789,0.104563573,0.213624339,0,0,0,0.135409267,0,0,0,0.181729121
22,0,5,3,10,0,0,10852,7738,3.28,0,1,10,9295.00 ,149.33 ,1,1,74.22,0.093023256,0,0.714285714,0.428571429,0.222222222,0,0,0.073505107,0.059660296,0.257275132,0,0.5,0.063694268,0.067030364,0.041423948,1,1,0.673279451
4,0,0,0,0,0,0,2099,2188,11.12,0,0,0,2143.50 ,0.00 ,0,0,60.87,0.009302326,0,0,0,0,0,0,0.0142174,0.016869569,0.775793651,0,0,0,0.015457728,0,0,0,0.346313985
11,0,0,1,1,0,0,2397,2754,4.02,0,1,1,2575.50 ,0.00 ,0,0,60.73,0.041860465,0,0,0.142857143,0.022222222,0,0,0.016235877,0.021233452,0.306216931,0,0.5,0.006369427,0.018573072,0,0,0,0.342885133
48,0,0,2,1,0,0,18121,16238,11.12,0,0,1,17179.50 ,0.00 ,0,0,68.2,0.213953488,0,0,0.285714286,0.022222222,0,0,0.122741066,0.125195642,0.775793651,0,0,0.006369427,0.123888987,0,0,0,0.525838844
18,0,0,0,0,0,0,2558,2317,11.12,0,0,0,2437.50 ,0.00 ,0,0,57.32,0.074418605,0,0,0,0,0,0,0.017326397,0.017864165,0.775793651,0,0,0,0.017577893,0,0,0,0.259368112
8,0,0,0,0,0,0,4214,4281,5.03,0,0,0,4247.50 ,0.00 ,0,0,54.05,0.027906977,0,0,0,0,0,0,0.028543174,0.033006685,0.373015873,0,0,0,0.030630605,0,0,0,0.179279941
16,0,0,0,0,0,0,9074,7296,0,0,0,0,8185.00 ,0.00 ,0,0,61.27,0.065116279,0,0,0,0,0,0,0.061461974,0.056252458,0.040343915,0,0,0,0.059025662,0,0,0,0.356110703
16,0,0,0,0,0,0,6088,4615,5.03,0,0,0,5351.50 ,0.00 ,0,0,62.6,0.065116279,0,0,0,0,0,0,0.041236555,0.035581838,0.373015873,0,0,0,0.038592038,0,0,0,0.388684791
12,0,0,0,0,0,0,7152,3448,5.03,0,0,0,5300.00 ,0.00 ,0,0,51.97,0.046511628,0,0,0,0,0,0,0.048443469,0.026584221,0.373015873,0,0,0,0.038220649,0,0,0,0.128337007
7,0,0,0,0,0,0,10233,8778,5.03,0,0,0,9505.50 ,0.00 ,0,0,65.8,0.023255814,0,0,0,0,0,0,0.069312363,0.067678738,0.373015873,0,0,0,0.068548373,0,0,0,0.467058535
20,0,0,0,0,0,0,2572,0,5.03,0,0,0,1286.00 ,0.00 ,1,0,60.79,0.08372093,0,0,0,0,0,0,0.017421225,0,0.373015873,0,0,0,0.009273916,0,1,0,0.344354641
18,0,0,0,0,0,0,16911,5036,5.03,0,0,0,10973.50 ,0.00 ,0,0,61.08,0.074418605,0,0,0,0,0,0,0.114545233,0.038827765,0.373015873,0,0,0,0.079134771,0,0,0,0.351457262
6,0,0,0,0,0,0,2120,1632,5.09,0,0,0,1876.00 ,0.00 ,0,0,52.38,0.018604651,0,0,0,0,0,0,0.014359641,0.012582787,0.376984127,0,0,0,0.013528667,0,0,0,0.138378643
6,0,0,0,0,0,0,5271,7028,5.09,0,0,0,6149.50 ,0.00 ,0,0,59.66,0.018604651,0,0,0,0,0,0,0.035702674,0.054186167,0.376984127,0,0,0,0.044346769,0,0,0,0.316678913
6,0,0,0,0,0,0,0,0,5.09,0,0,0,0.00 ,0.00 ,0,0,47.09,0.018604651,0,0,0,0,0,0,0,0,0.376984127,0,0,0,0,0,0,0,0.008817046
11,0,0,0,0,0,0,3665,8108,5.09,0,0,0,5886.50 ,0.00 ,0,0,69.14,0.041860465,0,0,0,0,0,0,0.024824569,0.062513011,0.376984127,0,0,0,0.04245016,0,0,0,0.548861132
5,0,0,0,0,0,0,7256,0,5.03,0,0,0,3628.00 ,0.00 ,0,0,47.68,0.013953488,0,0,0,0,0,0,0.049147904,0,0.373015873,0,0,0,0.026163116,0,0,0,0.023267205
17,0,0,0,0,0,0,12321,10946,5.03,0,0,0,11633.50 ,0.00 ,0,0,62.82,0.069767442,0,0,0,0,0,0,0.083455255,0.084394106,0.373015873,0,0,0,0.083894324,0,0,0,0.394072986
9,0,0,0,0,0,0,2266,14101,5.03,0,0,0,8183.50 ,0.00 ,0,0,63.4,0.03255814,0,0,0,0,0,0,0.01534856,0.108719285,0.373015873,0,0,0,0.059014845,0,0,0,0.408278227
13,0,0,0,0,0,0,11908,8710,5.03,0,0,0,10309.00 ,0.00 ,0,0,62.95,0.051162791,0,0,0,0,0,0,0.080657834,0.067154455,0.373015873,0,0,0,0.074342767,0,0,0,0.397256919
11,0,0,0,0,0,0,0,0,5.03,0,0,0,0.00 ,0.00 ,0,0,54.43,0.041860465,0,0,0,0,0,0,0,0,0.373015873,0,0,0,0,0,0,0,0.188586823
7,0,0,0,3,0,0,1746,549,5.09,0,0,3,1147.50 ,0.00 ,0,0,65.6,0.023255814,0,0,0,0.066666667,0,0,0.011826384,0.004232812,0.376984127,0,0,0.01910828,0.008275131,0,0,0,0.462160176
11,0,0,0,0,0,0,10701,5639,5.09,0,0,0,8170.00 ,0.00 ,0,0,59.36,0.041860465,0,0,0,0,0,0,0.072482321,0.04347692,0.376984127,0,0,0,0.05891749,0,0,0,0.309331374
22,0,4,2,1,0,0,31884,31856,5.09,0,1,1,31870.00 ,0.00 ,0,0,69.52,0.093023256,0,0.571428571,0.285714286,0.022222222,0,0,0.215963586,0.245611059,0.376984127,0,0.5,0.006369427,0.229828692,0,0,0,0.558168014
9,0,0,0,0,0,0,3137,10255,5.09,0,0,0,6696.00 ,0.00 ,0,0,56.31,0.03255814,0,0,0,0,0,0,0.021248205,0.079066468,0.376984127,0,0,0,0.048287823,0,0,0,0.234631398
6,0,0,0,0,0,0,3891,2618,5.09,0,0,0,3254.50 ,0.00 ,0,0,61.06,0.018604651,0,0,0,0,0,0,0.02635536,0.020184887,0.376984127,0,0,0,0.023469642,0,0,0,0.350967426
10,0,0,0,0,0,0,1911,1074,5.09,0,0,0,1492.50 ,0.00 ,0,0,58.12,0.037209302,0,0,0,0,0,0,0.012943997,0.008280584,0.376984127,0,0,0,0.010763079,0,0,0,0.278961548
18,0,3,1,0,0,3,3651,5511,4.3,0,1,3,4581.00 ,112.67 ,1,1,67.47,0.074418605,0,0.428571429,0.142857143,0,0,0.375,0.024729741,0.042490035,0.32473545,0,0.5,0.01910828,0.033035621,0.03125289,1,1,0.507959833
10,0,0,0,0,0,0,4705,3169,4.3,0,0,0,3937.00 ,0.00 ,0,0,69.74,0.037209302,0,0,0,0,0,0,0.031868921,0.024433119,0.32473545,0,0,0,0.028391452,0,0,0,0.563556209
8,0,0,0,0,0,0,1704,1268,4.3,0,0,0,1486.00 ,0.00 ,0,0,55.8,0.027906977,0,0,0,0,0,0,0.0115419,0.009776332,0.32473545,0,0,0,0.010716204,0,0,0,0.222140583
8,0,0,0,0,0,0,3861,3561,4.3,0,0,1,3711.00 ,0.00 ,0,0,60.96,0.027906977,0,0,0,0,0,0,0.026152158,0.027455455,0.32473545,0,0,0.006369427,0.026761665,0,0,0,0.348518246
11,0,0,0,0,0,0,2894,3156,4.3,0,0,0,3025.00 ,0.00 ,0,0,59.35,0.041860465,0,0,0,0,0,0,0.019602265,0.024332889,0.32473545,0,0,0,0.021814615,0,0,0,0.309086456
10,0,0,0,0,0,0,3372,2433,4.3,0,0,0,2902.50 ,0.00 ,0,0,66.4,0.037209302,0,0,0,0,0,0,0.022839958,0.018758529,0.32473545,0,0,0,0.020931214,0,0,0,0.481753613
4,0,0,0,0,0,0,913,768,4.3,0,0,0,840.50 ,0.00 ,0,0,60.3,0.009302326,0,0,0,0,0,0,0.006184129,0.005921311,0.32473545,0,0,0,0.006061218,0,0,0,0.332353662
13,0,0,0,0,0,0,967,2858,4.3,0,0,0,1912.50 ,0.00 ,0,0,64.51,0.051162791,0,0,0,0,0,0,0.006549893,0.022035297,0.32473545,0,0,0,0.013791885,0,0,0,0.43546412
8,0,4,0,1,0,0,764,848,6.92,0,0,1,806.00 ,0.00 ,0,0,64.38,0.027906977,0,0.571428571,0,0.022222222,0,0,0.00517489,0.006538115,0.498015873,0,0,0.006369427,0.005812423,0,0,0,0.432280186
9,0,0,0,0,0,0,2180,0,4.3,0,0,0,1090.00 ,0.00 ,0,0,51.51,0.03255814,0,0,0,0,0,0,0.014766046,0,0.32473545,0,0,0,0.007860473,0,0,0,0.117070781
3,0,0,0,0,0,0,797,0,4.33,0,0,0,398.50 ,0.00 ,0,0,52.7,0.004651163,0,0,0,0,0,0,0.005398412,0,0.326719577,0,0,0,0.00287376,0,0,0,0.146216018
37,0,0,0,0,0,0,9355,8493,4.33,0,0,0,8924.00 ,0.00 ,0,0,69.5,0.162790698,0,0,0,0,0,0,0.063365304,0.065481376,0.326719577,0,0,0,0.064354918,0,0,0,0.557678178
5,0,0,0,0,0,0,2986,1317,4.3,0,0,0,2151.50 ,0.00 ,0,0,62.24,0.013953488,0,0,0,0,0,0,0.020225419,0.010154124,0.32473545,0,0,0,0.01551542,0,0,0,0.379867744
28,0,3,0,2,1,0,8375,8114,4.33,0,0,3,8244.50 ,1.33 ,0,1,68.26,0.120930233,0,0.428571429,0,0.044444444,0.023809524,0,0.056727356,0.062559271,0.326719577,0,0,0.01910828,0.059454743,0.000369857,0,1,0.527308352
168,0,0,0,0,0,0,13264,4229,4.3,0,0,0,8746.50 ,0.00 ,0,0,61.74,0.772093023,0,0,0,0,0,0,0.089842586,0.032605762,0.32473545,0,0,0,0.063074887,0,0,0,0.367621847
5,0,3,0,0,0,0,2647,3413,4.3,0,0,0,3030.00 ,0.00 ,0,0,62.6,0.013953488,0,0.428571429,0,0,0,0,0.017929231,0.026314369,0.32473545,0,0,0,0.021850673,0,0,0,0.388684791
5,0,5,0,0,0,0,7285,2530,4.33,0,0,2,4907.50 ,0.00 ,1,0,65.16,0.013953488,0,0.714285714,0,0,0,0,0.049344333,0.019506403,0.326719577,0,0,0.012738854,0.035390157,0,1,0,0.451383786
17,0,0,0,0,0,0,702,2615,4.33,0,0,0,1658.50 ,0.00 ,0,0,68.01,0.069767442,0,0,0,0,0,0,0.004754938,0.020161757,0.326719577,0,0,0,0.011960178,0,0,0,0.521185403
16,0,0,0,0,0,0,5313,6097,4.33,0,0,0,5705.00 ,0.00 ,0,0,64.54,0.065116279,0,0,0,0,0,0,0.035987158,0.047008119,0.326719577,0,0,0,0.041141283,0,0,0,0.436198873
5,0,0,0,0,0,0,1683,1003,4.3,0,0,0,1343.00 ,0.00 ,0,0,56.02,0.013953488,0,0,0,0,0,0,0.011399659,0.007733171,0.32473545,0,0,0,0.009684968,0,0,0,0.227528778
7,0,0,0,2,0,0,15385,21972,4.33,0,0,5,18678.50 ,0.00 ,0,0,67.21,0.023255814,0,0,0,0.044444444,0,0,0.104209001,0.169405016,0.326719577,0,0,0.031847134,0.13469894,0,0,0,0.501591967
20,0,0,0,0,0,0,2076,2534,4.33,0,0,0,2305.00 ,0.00 ,0,0,65.92,0.08372093,0,0,0,0,0,0,0.014061611,0.019537243,0.326719577,0,0,0,0.016622376,0,0,0,0.469997551
17,0,3,1,1,0,0,6322,8768,4.33,207,1,1,7545.00 ,194.33 ,1,1,70.43,0.069767442,0,0.428571429,0.142857143,0.022222222,0,0,0.042821534,0.067601638,0.326719577,0.107198343,0.5,0.006369427,0.054410338,0.053906611,1,1,0.580455547
20,0,0,0,0,0,0,3390,5254,4.33,0,0,0,4322.00 ,0.00 ,0,0,63.94,0.08372093,0,0,0,0,0,0,0.022961879,0.040508554,0.326719577,0,0,0,0.031167857,0,0,0,0.421503796
2,0,0,0,0,0,0,33,110,2.62,0,0,0,71.50 ,0.00 ,0,0,46.73,0,0,0,0,0,0,0,0.000223523,0.000848104,0.213624339,0,0,0,0.000515618,0,0,0,0
5,0,0,0,0,0,0,0,0,3.99,0,0,0,0.00 ,0.00 ,0,0,50.5,0.013953488,0,0,0,0,0,0,0,0,0.304232804,0,0,0,0,0,0,0,0.092334068
15,0,1,0,1,0,0,2916,1149,8.08,0,0,1,2032.50 ,75.67 ,1,1,60.86,0.060465116,0,0.142857143,0,0.022222222,0,0,0.01975128,0.008858837,0.57473545,0,0,0.006369427,0.014657258,0.020989367,1,1,0.346069067
13,1,0,2,5,2,0,763,223,8.08,29,2,10,493.00 ,16.33 ,1,1,72.73,0.051162791,1,0,0.285714286,0.111111111,0.047619048,0,0.005168116,0.001719339,0.57473545,0.015018125,1,0.063694268,0.003555241,0.004530744,1,1,0.636786676
17,0,2,1,3,0,6,2442,2007,8.08,236,1,9,2224.50 ,438.33 ,1,1,67.95,0.069767442,0,0.285714286,0.142857143,0.066666667,0,0.75,0.016540681,0.015474052,0.57473545,0.122216468,0.5,0.057324841,0.016041855,0.121590384,1,1,0.519715895
29,1,2,2,19,3,0,5267,6165,8.08,33,2,22,5716.00 ,422.00 ,1,1,73.68,0.125581395,1,0.285714286,0.285714286,0.422222222,0.071428571,0,0.03567558,0.047532401,0.57473545,0.017089591,1,0.140127389,0.041220609,0.117059639,1,1,0.660053882
61,0,3,1,1,0,0,6738,6844,10.21,0,1,1,6791.00 ,40.67 ,1,1,69.28,0.274418605,0,0.428571429,0.142857143,0.022222222,0,0,0.045639275,0.052767519,0.715608466,0,0.5,0.006369427,0.04897291,0.011280629,1,1,0.552289983
11,0,5,1,0,1,0,1726,913,8.08,0,1,1,1319.50 ,47.00 ,1,1,73.82,0.041860465,0,0.714285714,0.142857143,0,0.023809524,0,0.011690915,0.007039267,0.57473545,0,0.5,0.006369427,0.009515499,0.013037448,1,1,0.663482733
9,0,3,1,4,3,0,1637,1577,8.08,0,1,7,1607.00 ,459.00 ,1,1,69.52,0.03255814,0,0.428571429,0.142857143,0.088888889,0.071428571,0,0.011088081,0.012158734,0.57473545,0,0.5,0.044585987,0.011588789,0.127323162,1,1,0.558168014
77,1,4,3,2,3,5,13353,12810,8.08,296,2,10,13081.50 ,131.00 ,1,1,69.18,0.348837209,1,0.571428571,0.428571429,0.044444444,0.071428571,0.625,0.09044542,0.098765622,0.57473545,0.153288452,1,0.063694268,0.094336493,0.036338419,1,1,0.549840803
47,0,0,1,0,6,0,3137,6301,8.08,0,1,6,4719.00 ,11.33 ,1,1,61.02,0.209302326,0,0,0.142857143,0,0.142857143,0,0.021248205,0.048580967,0.57473545,0,0.5,0.038216561,0.0340308,0.003143782,1,1,0.349987754
13,0,6,0,0,0,0,615,1163,8.08,65,0,1,889.00 ,90.00 ,1,1,62.1,0.051162791,0,0.857142857,0,0,0,0,0.004165651,0.008966777,0.57473545,0.033661315,0,0.006369427,0.006410973,0.024965326,1,1,0.376438893
29,1,6,3,7,1,7,1942,915,8.08,98,1,15,1428.50 ,72.00 ,1,1,86.69,0.125581395,1,0.857142857,0.428571429,0.155555556,0.023809524,0.875,0.013153973,0.007054687,0.57473545,0.050750906,0.5,0.095541401,0.010301546,0.019972261,1,1,0.978692138
60,0,4,0,1,0,0,5506,4561,8.08,0,0,1,5033.50 ,5.67 ,1,1,65.39,0.269767442,0,0.571428571,0,0.022222222,0,0,0.037294427,0.035165496,0.57473545,0,0,0.006369427,0.036298799,0.001571891,1,1,0.457016899
7,0,5,1,10,2,0,845,476,5.67,0,1,134,660.50 ,77.00 ,1,1,73.69,0.023255814,0,0.714285714,0.142857143,0.222222222,0.047619048,0,0.005723536,0.003669979,0.415343915,0,0.5,0.853503185,0.004763158,0.021359223,1,1,0.6602988
25,0,0,7,2,0,0,0,0,8.08,0,1,3,0.00 ,0.00 ,1,0,77.48,0.106976744,0,0,1,0.044444444,0,0,0,0,0.57473545,0,0.5,0.01910828,0,0,1,0,0.753122704
9,0,0,0,0,0,1,3335,4976,8.08,0,0,1,4155.50 ,0.00 ,0,0,65.01,0.03255814,0,0,0,0,0,0.125,0.022589341,0.038365163,0.57473545,0,0,0.006369427,0.029967152,0,0,0,0.447710017
70,0,0,1,0,2,0,3308,202,8.08,0,1,2,1755.00 ,0.00 ,0,0,56.7,0.31627907,0,0,0.142857143,0,0.047619048,0,0.022406459,0.001557428,0.57473545,0,0.5,0.012738854,0.012656083,0,0,0,0.244183199
5,0,5,0,3,4,0,1765,1216,6.37,0,0,7,1490.50 ,116.33 ,1,1,66.92,0.013953488,0,0.714285714,0,0.066666667,0.095238095,0,0.011955079,0.00937541,0.461640212,0,0,0.044585987,0.010748656,0.032269995,1,1,0.494489346
24,0,5,1,6,5,0,2104,1602,6.37,240,1,11,1853.00 ,295.67 ,1,1,81.32,0.102325581,0,0.714285714,0.142857143,0.133333333,0.119047619,0,0.014251267,0.012351485,0.461640212,0.124287934,0.5,0.070063694,0.013362804,0.082015719,1,1,0.847171198
