T_07,T_32,T_39,T_43,T_46,T_47,T_50,T_56,T_79,T_80,T_81,T_82,T_83,T_101,T_111,T_115,T_SC
1.2,17,10,0,4,3,1,5475,9,1,1,1,3894.00 ,0.00 ,1,0,66.24
1.6,16,33,5,3,0,0,2306,30,0,1,18,2210.50 ,0.00 ,1,0,75.77
0.8,8,13,0,4,1,0,15236,11,0,0,1,12623.00 ,17.00 ,0,1,63.81
0.4,34,32,0,4,2,1,5891,12,0,0,3,5168.00 ,0.00 ,0,0,69.25
0.4,17,36,0,1,2,1,12480,11,1,1,1,11587.50 ,0.00 ,0,0,67.37
0.6,12,29,0,1,0,4,11410,28,0,0,7,10373.00 ,0.00 ,0,0,76.25
0.8,6,22,0,2,2,3,1023,10,1,1,12,1123.00 ,31.50 ,0,1,68.62
2,53,48,15,9,0,1,11645,28,0,1,12,11650.00 ,492.50 ,1,1,83.4
0.4,17,15,0,1,1,2,2991,13,0,0,2,2978.50 ,0.00 ,0,0,66.68
0.4,9,42,0,1,0,0,9120,23,0,0,2,8789.50 ,0.00 ,0,1,60.86
0.4,6,23,0,1,0,0,206,25,0,0,0,479.00 ,0.00 ,0,0,65.63
0.6,21,14,0,5,2,0,11441,15,0,1,1,9991.50 ,1.00 ,0,1,65.39
1,9,20,0,3,2,4,1001,10,1,1,5,916.50 ,0.00 ,0,1,70.68
0.6,23,17,0,5,0,1,10878,17,0,1,2,10730.00 ,13.00 ,0,1,67.87
0.4,9,9,0,1,0,0,2173,11,0,0,0,2115.50 ,0.00 ,0,0,65.77
2,71,0,12,8,0,8,59695,18,0,1,123,64506.00 ,10.50 ,1,1,66.44
0.4,24,38,0,2,2,0,5840,13,0,0,0,5027.50 ,0.00 ,0,0,63.6
1.4,63,12,4,4,1,1,10786,14,1,1,8,12074.00 ,0.00 ,1,0,64.22
1.2,11,14,0,1,2,2,2725,11,1,1,5,2676.00 ,17.00 ,1,1,55.56
1.8,137,13,7,9,2,1,15126,16,1,1,7,16823.00 ,0.00 ,1,0,62.86
0.6,68,7,0,3,3,0,7427,10,0,0,0,12742.00 ,0.00 ,0,0,68.47
1.2,167,33,0,4,2,0,53756,12,1,1,3,50406.50 ,19.50 ,1,1,79.44
1.2,56,9,2,8,2,3,11411,12,0,1,4,10704.50 ,138.00 ,1,1,67.18
1.6,82,21,6,5,4,10,16250,27,1,1,22,17298.00 ,313.50 ,1,1,74.39
0.4,42,26,0,4,1,1,9481,19,0,0,1,9815.00 ,0.00 ,0,0,70.7
1.6,170,8,5,8,2,8,10298,13,1,1,29,9243.00 ,0.00 ,1,0,78.87
1,12,26,1,2,0,0,1285,23,0,0,0,1134.00 ,0.00 ,0,0,66.44
2,213,28,16,10,3,6,64792,27,1,1,41,62505.00 ,505.50 ,1,1,81.66
0.4,39,23,0,2,1,0,785,25,0,0,7,2450.00 ,0.00 ,0,0,61.64
0.8,25,13,0,5,2,1,13815,16,1,1,1,13739.50 ,76.00 ,0,1,67.81
1.4,178,36,4,4,3,3,18462,13,1,1,3,14822.00 ,57.00 ,1,1,69.39
0.6,36,15,0,6,0,3,7356,30,0,1,8,7684.00 ,26.00 ,0,1,69.26
2,94,24,18,8,5,7,37752,27,1,1,18,36272.00 ,1467.50 ,1,1,81.12
0.4,6,22,0,1,1,0,4651,13,0,0,0,4489.00 ,0.00 ,0,0,61.91
0.4,57,36,0,4,2,0,6793,27,0,0,1,6505.00 ,0.00 ,0,0,68.54
0.6,4,16,0,2,0,0,475,12,0,0,0,399.00 ,0.00 ,0,0,65.74
0.4,31,15,0,1,1,0,3879,11,0,0,3,3734.50 ,0.00 ,0,0,59.37
1,166,34,3,8,1,0,30502,37,0,1,1,29969.50 ,201.00 ,0,1,73.97
1,31,15,3,3,2,1,15120,18,1,1,1,14272.00 ,0.00 ,0,0,67.89
0.8,69,7,0,7,5,2,18114,14,1,1,3,18070.00 ,56.50 ,0,1,66.36
1,6,33,2,2,1,4,9312,10,1,1,4,8491.00 ,21.50 ,0,1,73.05
1.8,89,24,8,9,2,22,17564,15,1,1,48,17087.00 ,148.00 ,1,1,75.52
1.8,7,22,7,3,1,3,3467,10,1,1,3,3350.50 ,61.00 ,1,1,71.16
0.4,19,24,0,3,0,0,8206,35,0,0,0,7175.00 ,0.00 ,0,0,67.36
1,75,26,4,5,1,1,10467,21,0,0,4,9627.00 ,24.50 ,0,1,74.46
2,419,29,12,8,2,14,110939,17,1,1,43,106221.50 ,809.00 ,1,1,78.35
0.6,11,14,0,5,1,0,1845,17,0,0,0,1851.00 ,0.00 ,0,0,65.5
1.8,115,19,8,5,3,5,60202,13,1,1,109,56938.00 ,1290.00 ,1,1,74.17
1.2,29,50,0,4,1,3,21890,12,1,1,10,22292.00 ,134.00 ,1,1,72.19
2,9,22,13,2,2,1,506,25,1,1,5,511.00 ,24.00 ,1,1,67.26
1,20,25,0,2,0,0,6328,13,0,1,0,6679.50 ,104.50 ,0,1,66.59
2,320,36,17,11,10,11,51416,30,1,1,80,52911.00 ,433.00 ,1,1,60.31
0.4,16,20,0,1,2,0,5221,23,0,0,0,4820.00 ,0.00 ,0,0,60.03
1.2,176,32,8,5,2,0,23874,25,0,1,134,25763.00 ,488.00 ,0,1,75.39
2,158,34,14,6,7,38,51442,22,1,1,76,54451.50 ,193.00 ,1,1,81.67
1.2,156,10,29,8,0,0,85169,62,0,1,63,84730.00 ,459.00 ,0,1,75.53
1,41,31,0,8,3,2,19064,16,1,1,5,19856.00 ,189.00 ,0,1,69.34
1.2,21,34,6,3,2,0,37188,13,1,1,0,37237.00 ,179.00 ,0,1,64.36
0.4,8,22,0,1,0,7,1955,10,0,1,7,1863.50 ,9.00 ,0,1,62.89
2,73,24,12,5,5,0,14021,27,1,1,1,16019.00 ,126.50 ,1,1,70.68
1,9,8,4,4,2,2,1583,11,1,1,10,1539.50 ,77.00 ,0,1,62.57
2,118,21,12,6,4,2,26294,23,1,1,6,24124.00 ,256.50 ,1,1,78.21
1.2,27,36,5,2,0,0,6763,20,0,0,14,7307.50 ,0.00 ,0,0,69.21
1.2,150,41,11,4,1,7,14836,19,0,0,8,15868.50 ,0.00 ,0,0,74.38
0.4,45,37,0,1,1,0,4469,51,0,0,1,4640.00 ,0.00 ,0,0,60.99
1,13,22,1,7,6,2,6149,10,1,1,3,6074.00 ,111.00 ,0,1,64.12
0.6,15,45,0,5,1,0,1511,28,0,0,3,1658.00 ,0.00 ,0,0,71.75
1.6,27,32,6,7,2,1,10059,31,1,1,10,9995.50 ,231.50 ,1,1,74.05
0.8,19,15,0,4,3,0,36010,23,0,0,0,32808.00 ,0.00 ,0,0,62.89
1.8,25,17,8,6,2,1,4037,18,1,1,67,3828.50 ,8.00 ,1,1,72.2
1.6,70,32,6,8,5,0,13500,23,1,1,5,12530.00 ,454.50 ,1,1,82.16
1,24,15,4,13,1,3,3735,18,0,0,12,3543.50 ,0.00 ,0,1,73.37
0.6,128,10,0,5,2,1,58764,47,0,1,12,67808.50 ,16.00 ,0,1,71.32
1,60,38,3,5,3,2,11011,11,1,1,7,12447.50 ,3.00 ,0,1,75.42
0.8,99,24,0,19,1,0,52499,21,0,0,47,50727.00 ,0.00 ,0,0,78.47
0.4,15,14,0,1,1,1,16792,16,0,1,1,15603.00 ,357.00 ,0,1,62.94
2,108,32,19,27,1,2,24882,25,0,1,70,22585.00 ,0.00 ,1,1,74.28
0.6,14,40,0,2,0,0,1823,22,0,0,0,1895.00 ,0.00 ,0,0,70.34
1.8,20,23,9,5,2,4,1853,21,1,1,17,1869.50 ,95.00 ,1,1,72.75
2,199,35,14,32,2,0,24141,20,1,1,72,23394.00 ,2962.00 ,1,1,90.24
0.4,8,33,0,2,2,0,581,22,0,0,0,577.50 ,0.00 ,0,0,66.23
0.6,22,25,0,4,1,3,5639,20,0,0,11,4340.00 ,0.00 ,0,0,80.2
0.6,25,7,0,4,0,1,2753,9,0,1,2,2652.50 ,15.00 ,0,1,59.95
2,150,33,20,7,0,3,62417,28,0,1,8,51843.50 ,15.50 ,1,1,77.55
1.2,81,43,23,4,3,3,18964,45,1,1,5,20367.00 ,44.50 ,0,1,75.9
1.8,102,37,7,7,0,3,10852,10,0,1,3,10039.50 ,39.00 ,1,1,72.38
0.8,5,26,0,2,0,3,1600,13,0,0,29,2186.00 ,0.00 ,0,0,68.1
0.6,26,15,0,1,0,1,7483,18,0,0,1,7181.00 ,0.00 ,0,1,53.73
0.4,15,29,0,0,0,0,3036,66,0,0,0,3069.50 ,0.00 ,0,0,54.35
0.4,9,48,0,1,0,0,3006,41,0,0,0,2872.00 ,0.00 ,0,0,69.42
1,6,25,0,1,0,0,4165,17,0,0,2,3224.00 ,0.00 ,0,1,58.97
2,10,12,12,4,1,4,2132,15,1,1,10,2415.00 ,65.50 ,1,1,67.02
1,12,13,4,3,0,1,9073,15,0,0,1,7736.50 ,42.00 ,0,1,64.06
1.2,91,9,2,13,2,5,37235,11,1,1,39,30804.00 ,459.00 ,1,1,66.78
0.4,9,20,0,1,0,0,6631,21,0,0,0,4702.50 ,0.00 ,0,0,60.92
0.6,32,48,0,4,0,2,19499,26,0,0,6,18896.00 ,0.00 ,0,0,70.43
0.4,16,48,0,1,0,0,1653,11,0,0,0,1512.00 ,0.00 ,0,0,59.69
0.4,28,34,0,2,0,0,14598,11,0,0,2,13791.50 ,0.00 ,0,1,58.91
0.4,28,25,0,1,1,2,15988,25,1,1,9,15160.00 ,2.00 ,0,1,67.26
1,22,21,4,4,1,3,13887,24,0,1,3,12746.00 ,295.00 ,0,1,71.35
1,32,33,0,1,1,0,8115,28,0,0,0,7637.50 ,0.00 ,0,0,54.49
1.6,20,21,5,6,0,0,1931,10,0,1,2,2369.00 ,0.50 ,1,1,77.59
0.6,35,14,0,1,0,0,42733,33,0,0,0,38731.00 ,0.00 ,0,1,56.96
0.4,20,27,0,3,0,2,14366,10,0,0,25,32191.50 ,0.00 ,0,0,77.26
1,16,14,2,4,0,3,7101,16,0,0,65,7157.50 ,17.00 ,0,1,64.42
0.4,8,29,0,1,0,0,1704,9,0,0,0,1450.50 ,0.00 ,0,0,58.53
0.8,15,15,0,5,0,0,4006,13,0,0,41,4625.50 ,49.00 ,0,1,61.42
1,9,9,2,4,0,0,7177,12,0,0,1,6425.50 ,0.00 ,0,0,55.81
0.6,15,23,0,2,0,0,15563,20,0,0,1,12453.50 ,0.00 ,0,0,67.96
0.6,8,29,0,2,0,0,8020,22,0,0,0,7483.00 ,0.00 ,0,0,55.77
1,8,38,1,3,0,0,10215,20,0,1,0,7771.50 ,55.00 ,0,1,66.77
1,10,35,3,2,0,0,2680,17,0,1,5,2879.00 ,1.00 ,0,1,61.03
1,11,37,4,5,2,3,3243,10,1,1,13,2905.50 ,0.00 ,0,0,67.03
1,6,27,0,2,1,0,11615,14,0,1,0,9810.00 ,77.50 ,0,1,58.8
0.4,6,16,0,1,0,1,198,12,0,0,7,154.50 ,0.00 ,0,0,57.29
1.2,47,12,14,2,1,6,9478,39,1,1,8,10217.50 ,187.00 ,0,1,62.01
2,15,24,18,6,0,0,26625,27,0,1,7,23569.50 ,0.00 ,1,0,66.56
1.2,6,20,9,2,0,3,1859,13,0,0,6,1936.00 ,0.00 ,0,0,60.39
1.6,20,27,6,3,1,0,3841,15,1,1,38,3694.50 ,0.00 ,1,0,72.39
0.6,18,27,0,4,1,10,2031,17,1,1,29,2377.50 ,52.50 ,0,1,77.01
0.4,3,26,0,1,0,0,150,17,0,0,1,309.00 ,0.00 ,0,0,59.05
1.6,72,26,5,6,2,7,10749,28,1,1,11,11993.00 ,199.00 ,1,1,71.81
0.4,4,14,0,4,0,0,20455,16,0,0,0,15664.50 ,0.00 ,0,1,61.2
0.4,5,38,0,2,0,0,1309,30,0,0,0,1299.00 ,0.00 ,0,0,66.64
1,7,23,1,2,0,0,1001,16,0,0,1,1829.00 ,0.00 ,0,0,56.53
0.4,3,24,0,1,0,0,663,18,0,0,0,881.00 ,0.00 ,0,0,57.58
0.4,14,33,0,1,0,0,8473,29,0,0,0,9156.50 ,0.00 ,0,0,63.77
1,3,46,0,1,0,0,279,37,0,0,0,612.50 ,0.00 ,0,1,55.54
0.4,8,36,0,1,0,0,943,15,0,0,0,1493.50 ,0.00 ,0,0,64.61
0.4,36,29,0,8,0,0,40731,27,0,0,0,38985.00 ,0.00 ,0,0,68.26
0.4,104,45,0,3,0,0,22150,48,0,0,5,25994.00 ,0.00 ,0,0,62.41
0.4,5,50,0,1,0,0,486,37,0,0,0,717.00 ,0.00 ,0,0,59.67
0.8,7,35,0,2,0,0,1135,29,0,0,3,1902.00 ,0.00 ,0,0,53.47
0.6,6,45,0,2,0,0,1969,17,0,1,0,2461.00 ,6.00 ,0,1,64.39
0.6,5,15,0,2,0,1,3594,11,0,0,1,5906.50 ,0.00 ,0,0,54.37
0.6,9,28,0,3,0,1,408,31,0,0,1,496.00 ,41.50 ,0,1,62.99
0.6,15,42,0,3,0,0,1726,24,0,0,0,1873.00 ,0.00 ,0,0,62.69
0.8,103,17,0,5,0,1,96941,17,0,1,6,99207.50 ,1850.00 ,0,1,64.59
0.6,13,38,0,3,0,0,1106,38,0,0,0,1408.00 ,0.00 ,0,0,72.57
0.6,80,39,0,4,0,0,21661,13,0,0,0,17551.50 ,0.00 ,0,0,71.88
0.8,6,31,0,2,0,0,19741,20,0,0,0,17636.50 ,0.00 ,0,0,56.01
1.2,54,36,9,6,1,5,18139,20,1,1,11,16436.50 ,89.50 ,0,1,64.71
1,10,29,2,3,0,1,2303,18,0,0,2,2151.50 ,0.00 ,0,0,62.69
1,13,23,2,4,0,0,1668,7,0,0,0,1588.50 ,0.00 ,0,0,57.8
0.8,40,26,0,3,0,0,6774,20,0,0,11,6418.50 ,0.00 ,0,0,69.33
0.8,94,42,0,5,0,1,21834,37,0,0,15,30192.50 ,0.00 ,0,0,74.74
1.2,15,39,10,3,1,0,14227,26,1,1,6,13211.50 ,278.50 ,0,1,72.37
0.4,5,24,0,1,0,0,1716,26,0,0,1,3195.50 ,0.00 ,0,0,55.61
1.2,10,23,7,3,0,0,9225,20,0,0,1,10785.50 ,0.00 ,0,0,58.08
0.6,8,33,0,2,0,0,3756,22,0,0,0,4845.00 ,0.00 ,0,0,57.67
0.4,2,24,0,1,0,1,1176,20,0,0,1,1150.00 ,0.00 ,0,0,59.12
1.8,37,19,8,11,2,2,3455,12,1,1,7,3172.50 ,201.00 ,1,1,62.51
0.6,5,26,0,2,0,4,892,29,0,0,13,958.50 ,0.00 ,0,0,68.36
0.4,111,39,0,5,0,0,70190,32,0,0,8,76777.50 ,0.00 ,0,0,74.07
1.2,50,22,5,6,0,0,11840,12,0,1,99,14004.00 ,67.50 ,0,1,72.04
1.8,11,41,9,4,0,5,5024,24,0,1,25,4639.00 ,0.00 ,1,0,72.62
2,48,38,18,7,3,4,5482,51,1,1,4,7162.50 ,144.00 ,1,1,74.51
0.6,4,8,0,2,0,0,401,10,0,0,1,590.00 ,0.00 ,0,0,51.68
0.4,8,28,0,1,0,0,6974,11,0,0,0,8013.50 ,0.00 ,0,0,56.17
2,76,16,21,6,0,0,40851,24,0,1,38,37923.50 ,0.00 ,1,0,71.06
1.8,40,11,7,11,2,9,10432,11,1,1,33,9293.50 ,112.00 ,1,1,74.77
0.4,28,32,0,1,0,0,56577,24,0,0,0,51668.50 ,0.00 ,0,0,71.23
1.2,17,24,6,4,0,0,8326,18,0,1,4,7911.50 ,112.50 ,0,1,67.53
0.4,75,23,0,1,0,0,31043,14,0,0,0,27342.50 ,0.00 ,0,0,68.3
1.2,94,20,2,10,0,0,120822,16,0,1,81,106236.50 ,0.00 ,1,0,76.34
1.2,24,16,7,6,0,0,15991,14,0,1,0,14387.00 ,389.00 ,0,1,57.36
0.4,51,35,0,2,1,0,40696,19,0,0,0,33980.50 ,0.00 ,0,0,60.52
1.2,80,21,12,12,0,1,38523,23,0,1,11,41332.50 ,409.00 ,0,1,72.95
0.6,15,21,0,1,1,6,2368,13,0,0,6,2290.00 ,0.00 ,0,0,63.24
1.2,5,35,9,3,0,0,3175,13,0,1,0,4280.00 ,49.50 ,0,1,60.96
0.4,15,15,0,1,0,0,4460,11,0,0,0,4309.00 ,0.00 ,0,0,50.62
1.6,16,26,6,3,0,1,3206,24,0,1,1,3805.50 ,131.50 ,1,1,59.96
1.6,17,33,5,3,0,0,43371,9,0,1,30,50067.00 ,298.50 ,1,1,64.27
0.6,10,14,0,4,0,0,5863,10,0,0,0,6303.00 ,0.00 ,0,0,55.94
1,4,35,3,2,0,0,1894,20,0,0,0,1690.00 ,0.00 ,0,0,55.75
0.6,9,25,0,5,0,0,5272,23,0,0,0,4926.50 ,0.00 ,0,0,63.76
2,56,24,10,7,1,0,64554,17,0,1,5,58569.00 ,457.00 ,1,1,63.9
1,5,9,2,3,0,1,1903,11,0,1,2,1681.00 ,34.50 ,0,1,60.27
1,39,10,1,5,1,0,46804,9,1,1,0,35184.00 ,0.00 ,0,0,54.41
0.4,52,38,0,1,1,2,55265,12,0,0,10,56913.50 ,0.00 ,0,0,71.32
0.4,3,31,0,1,0,0,419,13,0,0,0,660.50 ,26.00 ,0,1,53.98
0.4,38,15,0,1,0,1,6752,13,0,0,1,7832.50 ,0.00 ,0,0,58.08
0.8,18,37,0,3,0,4,7672,21,0,0,9,6837.50 ,1.50 ,0,1,61.98
2,47,28,10,5,0,0,14522,26,0,1,1,14662.00 ,0.00 ,1,0,64.89
0.4,5,30,0,1,0,0,1305,16,0,0,0,1653.50 ,0.00 ,0,0,57.12
0.8,73,38,0,15,0,0,81788,40,0,0,0,74730.00 ,0.00 ,0,0,73.29
0.6,46,36,0,5,0,0,33115,29,0,0,0,35469.50 ,0.00 ,0,0,65.55
1.2,28,45,10,3,0,0,8049,20,0,1,12,7411.00 ,159.00 ,0,1,65.51
1.4,11,17,3,3,1,2,2583,9,1,1,9,2663.50 ,0.00 ,1,0,61.85
2,25,12,10,9,0,0,1521,12,0,1,2,2686.50 ,131.00 ,1,1,62.21
1,24,7,1,5,1,0,8481,9,1,1,13,7135.50 ,0.00 ,0,0,57.69
1.2,57,20,5,6,1,1,22162,11,1,1,46,19663.50 ,436.50 ,0,1,66.44
1.6,24,25,6,3,0,0,23781,20,0,1,2,21624.00 ,115.50 ,1,1,73.72
1.2,197,19,1,28,0,0,48300,38,0,1,11,43812.00 ,307.00 ,1,1,71.4
1.2,27,20,5,7,0,0,10283,13,0,1,12,8793.50 ,240.50 ,0,1,64.79
0.4,20,32,0,1,0,0,3703,24,0,0,0,3515.50 ,0.00 ,0,1,64
2,136,44,23,15,1,6,39776,55,1,1,54,37450.00 ,279.00 ,1,1,76.16
1.2,20,11,1,5,2,5,3822,14,1,1,51,3639.50 ,90.50 ,1,1,69.36
1.8,20,22,8,7,0,0,9923,19,0,1,1,9253.00 ,263.50 ,1,1,67.87
1.2,13,26,7,2,0,0,10718,17,0,1,4,12555.00 ,196.50 ,0,1,66.65
1.2,17,25,11,8,0,0,10587,21,0,0,0,13328.50 ,62.00 ,0,1,63.47
0.4,5,39,0,2,1,0,7586,29,1,1,0,7067.50 ,0.00 ,0,0,65.26
0.6,27,22,0,4,3,2,5589,17,1,1,9,2794.50 ,32.00 ,0,1,72.1
0.6,7,28,0,2,0,0,2903,24,0,1,0,2756.00 ,8.00 ,0,1,58.37
1.4,37,11,4,5,1,0,10847,14,1,1,8,9257.00 ,269.00 ,1,1,65.18
0.4,16,4,0,1,0,0,9583,37,0,0,3,10798.00 ,0.00 ,0,0,56.7
0.8,30,31,0,7,0,0,41315,13,0,1,0,30274.00 ,9.00 ,0,1,69.03
1.2,82,40,2,17,0,0,54871,28,0,1,8,52646.00 ,0.00 ,1,0,72.15
0.4,60,42,0,1,0,0,2949,24,0,0,0,3404.00 ,0.00 ,0,0,58.5
1.8,59,12,8,10,0,0,39743,14,0,1,1,38257.50 ,655.50 ,1,1,65.09
0.4,23,14,0,2,0,0,2493,13,0,0,0,2604.50 ,0.00 ,0,0,59.56
2,10,22,11,5,1,0,3044,16,0,1,7,3501.00 ,100.00 ,1,1,66.69
0.4,13,30,0,1,0,0,1883,17,0,0,6,2666.50 ,0.00 ,0,0,62.49
0.8,38,21,0,3,0,0,43877,17,0,0,0,48520.00 ,0.00 ,0,0,65.64
0.6,10,19,0,1,0,0,8480,12,0,0,4,8473.00 ,0.00 ,0,0,57.2
1.8,14,28,8,2,0,0,5054,10,0,1,1,5064.00 ,110.50 ,1,1,64.9
0.8,10,7,0,2,0,1,5436,10,0,0,7,4691.50 ,0.00 ,0,0,58.38
0.6,16,35,0,3,0,0,12923,24,0,1,0,14533.00 ,30.50 ,0,1,69.15
0.6,10,19,0,3,0,1,3328,14,0,0,22,3259.00 ,0.00 ,0,0,55.82
0.8,31,36,0,7,0,0,15240,12,0,0,0,16900.00 ,0.00 ,0,1,61.42
0.6,26,30,0,4,0,0,43530,19,0,1,0,35778.50 ,13.00 ,0,1,66.03
0.4,11,35,0,1,0,0,5489,25,0,0,0,6937.00 ,0.00 ,0,0,62.51
1.2,8,23,5,4,0,0,1560,9,0,0,3,2398.00 ,5.50 ,0,1,60.64
0.4,11,32,0,2,0,0,1887,14,0,0,0,2337.00 ,0.00 ,0,1,61.44
0.6,75,33,0,4,0,0,128986,25,0,1,0,131029.50 ,462.50 ,0,1,75.86
0.4,8,32,0,1,0,0,2382,10,0,0,0,2775.50 ,0.00 ,0,0,59.26
1.4,12,22,3,3,0,0,3959,10,0,1,0,4667.50 ,192.00 ,1,1,67.57
0.4,15,15,0,2,0,0,6891,17,0,1,0,6826.50 ,45.50 ,0,1,62.97
1.2,12,35,8,4,0,0,4629,27,0,1,0,4922.00 ,92.50 ,0,1,75.15
0.6,20,16,0,3,0,0,11459,11,0,0,10,10158.00 ,0.00 ,0,0,58.67
0.8,43,38,0,3,0,0,40771,27,0,0,0,42507.00 ,0.00 ,0,0,61.41
1.2,18,36,5,2,3,2,2419,20,1,1,3,2762.50 ,44.50 ,0,1,68.6
0.4,9,34,0,1,0,0,985,26,0,0,0,1177.50 ,0.00 ,0,0,63.09
0.6,96,32,0,9,0,0,112530,19,0,0,0,124963.00 ,0.00 ,0,0,67.63
1.2,9,40,7,4,0,0,9314,21,0,1,0,10683.50 ,63.50 ,0,1,68.22
1,17,35,3,3,0,0,3614,17,0,0,0,7371.00 ,103.00 ,0,1,65.06
0.6,9,28,0,2,0,0,754,13,0,0,0,927.50 ,0.00 ,0,0,55.86
0.4,15,41,0,2,0,0,3514,22,0,0,0,4227.00 ,0.00 ,0,0,61.83
0.4,5,34,0,1,0,0,145,17,0,0,3,162.00 ,0.00 ,0,0,60.01
0.8,20,24,0,3,0,0,24081,19,0,0,0,35474.50 ,0.00 ,0,0,61.84
0.8,186,39,0,4,1,0,47579,16,1,1,17,46184.50 ,109.00 ,0,1,70.24
2,47,18,13,4,2,3,43628,20,1,1,40,44596.50 ,0.00 ,1,0,68.97
1.8,85,31,7,6,0,0,97465,28,0,1,0,101078.00 ,313.00 ,1,1,69.86
1.8,25,44,8,9,1,0,31297,11,1,1,1,33187.00 ,570.50 ,1,1,66.61
1.2,30,32,9,3,0,0,8023,19,0,0,0,8938.50 ,44.50 ,0,1,55.87
0.8,11,17,0,3,0,0,7274,11,0,0,1,8167.00 ,0.00 ,0,0,60.21
0.4,318,41,0,1,1,2,106334,24,1,1,7,94140.50 ,144.00 ,0,1,65.38
0.8,6,35,0,2,0,0,2763,22,0,0,0,2593.00 ,0.00 ,0,0,58.13
0.6,18,37,0,3,0,0,7257,29,0,0,0,8102.00 ,0.00 ,0,0,64.27
1.6,56,35,6,9,2,0,46669,19,1,1,3,43916.50 ,600.50 ,1,1,66.95
0.8,26,33,0,3,0,0,7165,16,0,1,0,18989.00 ,26.00 ,0,1,67.17
1.2,66,25,9,6,0,0,14493,18,0,0,2,15472.50 ,0.00 ,0,0,59.26
1.2,42,22,6,5,0,0,26684,31,0,1,1,28393.00 ,237.00 ,0,1,68.48
0.4,27,16,0,5,0,0,15682,34,0,0,0,16948.50 ,0.00 ,0,0,62.67
0.8,16,42,0,3,0,0,11954,11,0,0,2,18574.50 ,0.00 ,0,0,61.36
0.4,6,31,0,2,0,0,5946,21,0,0,4,5133.50 ,0.00 ,0,0,59.36
1.8,40,16,8,2,0,0,16921,15,0,1,10,16075.50 ,3.00 ,1,1,55.12
0.6,92,46,0,7,0,0,31902,28,0,0,74,36113.50 ,0.00 ,0,0,72.32
1.2,44,37,3,6,0,0,23467,12,0,0,7,22392.50 ,0.00 ,0,0,74.94
2,41,52,10,6,0,0,38882,30,0,1,56,44887.00 ,899.00 ,1,1,75.15
0.8,15,22,0,5,0,0,3518,11,0,0,2,3152.00 ,0.00 ,0,0,67.04
0.6,9,31,0,3,1,3,5611,19,1,1,5,6446.00 ,28.00 ,0,1,66.09
0.8,11,33,0,9,0,0,65498,46,0,0,10,57055.50 ,0.00 ,0,1,61.3
0.6,12,17,0,3,1,0,3987,8,1,1,7,3978.00 ,0.00 ,0,0,60.82
1.2,22,21,5,4,1,0,5948,11,1,1,4,6528.00 ,67.50 ,0,1,65.09
0.8,14,12,0,4,0,0,6192,13,0,0,0,8147.50 ,0.00 ,0,0,60.65
1.4,10,12,4,4,4,2,7964,11,1,1,11,7302.50 ,157.00 ,1,1,70.67
0.6,29,42,0,9,0,0,9484,25,0,0,6,9778.50 ,0.00 ,0,0,66.87
1.8,16,30,7,3,0,0,4206,19,0,1,1,3552.00 ,0.00 ,1,0,66.43
1.2,13,16,8,8,0,1,7585,23,0,1,1,10179.00 ,83.00 ,0,1,63.67
0.6,97,26,0,6,3,1,15548,37,1,1,1,14953.00 ,0.00 ,0,0,70.24
0.4,8,36,0,0,0,1,5152,12,0,0,5,4516.50 ,0.00 ,0,0,58.13
0.6,4,45,0,1,0,0,0,13,0,0,0,12.00 ,0.00 ,0,0,55.92
0.6,5,50,0,2,0,0,416,28,0,0,0,444.00 ,0.00 ,0,0,56.84
0.4,14,30,0,2,2,0,5641,10,0,0,2,5744.50 ,0.00 ,0,0,60.41
0.4,9,32,0,2,1,0,20998,33,0,0,2,23150.00 ,0.00 ,0,0,54.99
0.6,12,31,0,3,2,0,5681,16,0,0,0,3958.50 ,0.00 ,0,0,64.83
0.4,62,10,0,5,1,1,30840,12,1,1,4,25813.50 ,0.00 ,0,0,65.86
2,22,39,12,6,3,1,7538,24,0,1,6,7538.50 ,0.00 ,1,1,70.49
1.2,87,17,1,8,0,0,69000,47,0,1,103,66960.00 ,0.00 ,1,0,68.93
0.6,7,39,0,2,0,0,5042,23,0,0,0,4626.00 ,0.00 ,0,0,69.11
0.4,10,28,0,1,0,1,612,9,0,0,2,564.50 ,0.00 ,0,0,58.58
0.6,14,35,0,2,0,0,1295,17,0,0,0,1062.00 ,0.00 ,0,0,57.1
0.4,5,37,0,1,0,0,4871,28,0,0,0,6428.50 ,0.00 ,0,0,54.08
0.6,10,38,0,2,0,0,1441,13,0,0,0,1475.00 ,0.00 ,0,0,59.78
0.4,10,27,0,1,0,1,1890,15,0,0,3,1596.00 ,0.00 ,0,0,63.39
0.8,118,36,0,6,0,0,49168,16,0,1,178,47433.50 ,17.00 ,0,1,70.42
1.2,14,18,1,3,0,1,7392,11,0,1,2,5847.50 ,206.50 ,0,1,64.17
0.6,7,37,0,2,0,0,2614,16,0,0,0,2958.00 ,0.00 ,0,0,60.42
0.4,5,39,0,1,0,0,897,13,0,0,1,1179.00 ,0.00 ,0,0,57.13
2,14,25,12,4,1,0,10345,27,1,1,12,10173.00 ,151.50 ,1,1,71.67
0.6,25,40,0,3,0,1,581,27,0,0,1,697.00 ,0.00 ,0,0,64.09
0.6,28,9,0,2,0,0,4942,11,0,0,0,5170.00 ,0.00 ,0,0,52.39
