region,num_household_member,labor_income,business_income,property_income,other_income,income_tax_deduction,living_asset,basic_property_amt,debt,general_property,general_property_deduction,fin_property,fin_property_deduction,car,rec_amt_income,target_mul,target_yn
2,1,0,0,0,323180,0,0,80000000,0,0,0,386000,0,0,323180,1,1
3,1,25573,0,0,0,25573,0,77000000,0,0,0,457000,0,0,0,1,1
3,2,15005163,0,0,591680,202500,339000000,77000000,0,973864555,0,5257000,1640000,0,1064180,2,1
3,2,0,0,0,1014080,403180,0,77000000,82286000,82200000,0,1776000,0,0,610900,2,1
3,1,0,0,0,526600,380000,0,77000000,0,0,0,28618760,5362380,0,146600,1,1
3,1,0,0,0,0,0,475000,77000000,0,0,0,443000,340000,0,0,1,1
3,1,730800,0,0,0,189000,4750000,77000000,700000,0,0,13938000,4000000,0,441000,1,1
3,2,0,0,0,420000,420000,0,77000000,0,55321364,0,689000,0,0,0,2,1
3,4,1963000,66667,0,400000,1053902,160075000,77000000,0,9410000,0,18787000,250000,0,1309098,4,1
3,1,8963591,3275000,0,389770,0,0,77000000,0,352673645,0,158000,0,0,389770,1,1
3,1,3461000,133333,0,0,0,4750000,77000000,0,160000000,0,377000,0,0,0,1,1
3,1,1583333,0,0,0,615000,2820550,77000000,30959000,0,0,650000,650000,0,968333,0,0
3,1,0,0,0,307500,0,950000,77000000,0,107798750,0,1273000,0,0,307500,1,1
3,1,0,0,0,627400,40000,0,77000000,0,4750000,0,330000,330000,0,587400,1,1
3,1,9178561,1516667,1691667,521740,0,28500000,77000000,0,1479319375,0,15641000,0,0,521740,1,1
3,2,92000,8333,0,529860,40000,2820550,77000000,0,34343300,0,1414000,0,0,489860,2,1
3,1,0,0,0,0,0,0,77000000,0,0,0,125000,0,0,0,1,1
3,1,0,0,0,0,0,1900000,77000000,0,0,0,4298000,0,0,0,1,1
3,2,12009863,183333,7250,492000,535000,50668250,77000000,0,417848756,0,60467000,0,0,2638116,0,0
3,1,6313630,0,0,687500,380000,0,77000000,0,296460000,0,40201000,34642000,0,307500,1,1
3,1,3990683,0,0,0,0,2042500,77000000,0,82600000,0,43796760,0,0,0,1,1
3,3,3884210,0,0,970870,0,0,77000000,0,193149897,0,33043000,0,0,7269478,0,0
3,1,13262700,0,0,480040,0,163200000,77000000,0,882008447,0,670000,520000,0,480040,1,1
3,1,6337879,783333,2083,459960,40000,1757500,77000000,0,486808227,0,29225000,0,0,422043,1,1
3,1,4411493,475000,0,307500,0,15050000,77000000,0,352909833,0,2464000,0,0,307500,1,1
3,2,5978340,500000,0,443570,330000,174670200,77000000,0,22229075,0,4826000,0,0,613570,2,1
3,2,9314620,1949444,0,240000,0,0,77000000,54976000,424599052,0,14671000,0,0,2431006,0,0
3,1,0,0,0,399680,380000,0,77000000,0,0,0,2570000,0,0,19680,1,1
1,1,0,0,0,0,0,0,99000000,0,0,0,2076000,0,0,0,1,1
3,3,2374930,0,0,271210,939930,0,77000000,42780000,0,0,63833000,9670000,0,1706210,0,0
3,1,2425000,0,0,0,727500,950000,77000000,0,0,0,8280660,0,0,1697500,0,0
1,1,8333,0,0,634860,2500,0,99000000,0,158000000,45567351,16151000,0,0,1898887,0,0
2,1,2218080,0,0,0,665424,2166000,80000000,0,2654414,0,2133000,0,0,1552656,0,0
1,1,3116666,0,0,221840,0,0,99000000,31500000,91298000,11295326,19113000,0,0,221840,1,1
1,1,0,0,0,0,0,0,99000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,0,0,3800000,77000000,0,0,0,2374000,0,0,0,1,1
3,1,3700000,0,0,0,0,2504200,77000000,26237000,72461389,0,66052000,5000000,0,0,1,1
3,1,0,0,0,347500,40000,25099000,77000000,0,2830000,0,6703000,4250000,0,307500,1,1
3,1,2050500,0,0,307500,0,2504200,77000000,4506000,0,0,595000,0,0,307500,1,1
3,1,575000,0,0,307500,0,3625200,77000000,0,8952713,0,1642810,0,0,307500,1,1
3,1,0,3304666,1341667,307500,0,11934850,77000000,4905000,1885931277,0,8017000,0,0,307500,1,1
3,1,0,0,0,40000,40000,2042500,77000000,440000,0,0,627000,0,0,0,1,1
3,1,1689000,0,0,307500,189000,0,77000000,0,156920000,0,0,0,0,307500,1,1
3,1,2300000,0,0,307500,0,2375000,77000000,0,0,0,0,0,0,307500,1,1
3,1,0,0,0,384252,0,0,77000000,0,2070000,0,0,0,0,384252,1,1
3,1,6888537,0,0,0,231600,4750000,77000000,0,16016000,0,0,0,0,540400,1,1
3,1,5000000,0,0,307500,0,30820850,77000000,0,3960000,0,32014000,0,0,307500,1,1
3,2,3155808,0,0,466580,1498245,0,77000000,0,345069750,0,2432000,2200000,0,758925,2,1
3,1,16122078,5475000,2025000,823260,180833,35041700,77000000,0,1139341868,0,14320000,8600000,0,823260,0,0
3,1,9816939,0,0,380000,380000,950000,77000000,0,405558312,0,4744000,0,0,0,1,1
3,2,699400,0,0,410840,309820,60000000,77000000,0,0,0,168000,0,0,800420,2,1
3,1,0,341667,300000,0,0,0,77000000,3331000,341258105,0,14342000,0,0,0,1,1
3,1,4410000,21818910,0,454990,0,290700000,77000000,38941000,181419458,0,3184000,1350000,0,454990,1,1
3,1,433333,0,0,380000,380000,1900000,77000000,0,0,0,189000,0,0,0,1,1
3,3,1500000,0,0,400000,850000,3372500,77000000,29079000,0,0,7840000,0,0,1050000,3,1
2,1,0,0,0,383180,60000,0,80000000,0,72600000,0,159000,0,0,323180,1,1
3,3,0,0,0,0,0,5928000,77000000,8249000,0,0,752000,0,0,0,3,1
3,1,1143550,0,0,0,0,4750000,77000000,2340000,84800000,0,13376000,0,0,0,1,1
3,1,516667,0,0,0,0,2850000,77000000,0,1260000,0,0,0,0,0,1,1
3,1,3375000,3413904,0,380000,380000,0,77000000,320000,148490000,0,3093000,0,0,0,1,1
3,1,2964230,0,0,0,316350,950000,77000000,0,33350000,0,110000,0,16938906,17572556,0,0
3,1,0,0,0,119680,100000,0,77000000,0,0,0,18495000,0,0,19680,1,1
3,1,3300000,0,0,307500,0,0,77000000,0,64280688,0,0,0,0,307500,1,1
3,2,0,0,0,347500,40000,0,77000000,0,0,0,6526000,2430000,0,307500,2,1
3,1,3240065,0,0,0,0,19000000,77000000,0,0,0,352000,0,0,0,1,1
3,3,7650796,0,0,40000,580000,9500000,77000000,0,300905581,0,16183000,0,0,1260000,3,1
3,3,0,0,0,40000,40000,9092450,77000000,3705000,0,0,1120000,100000,0,0,3,1
3,4,2100000,0,0,200000,830000,3562500,77000000,5000000,0,0,1734667,0,0,1470000,4,1
3,1,0,0,89416,653227,0,31350000,77000000,0,0,0,70871000,11939398,0,1261071,0,0
3,2,0,0,3083,559400,0,10972500,77000000,166485000,0,0,154746000,18028508,0,562483,2,1
3,1,6991323,0,0,40000,40000,0,77000000,600000,109336468,2000000,4517310,0,0,0,1,1
3,1,0,0,0,40000,40000,2375000,77000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,0,0,59500000,77000000,0,34412625,0,32501000,0,0,2426819,0,0
3,1,2797424,0,0,307500,60000,14250000,77000000,0,3830000,0,4373000,3100000,0,447500,1,1
3,1,9339560,0,0,347500,40000,28500000,77000000,0,176495142,0,600000,0,0,307500,1,1
3,1,0,800000,0,677038,0,0,77000000,0,0,0,243000,0,0,677038,1,1
3,1,7991130,616667,0,307500,0,389750000,77000000,3880000,614707531,0,7394000,500000,0,307500,1,1
3,3,1236500,0,0,400000,726497,9500000,77000000,18321000,0,0,26411000,0,0,653503,3,1
2,1,0,0,0,60000,60000,2375000,80000000,710000,1330000,0,985000,0,0,0,1,1
3,1,0,0,0,136752,60000,0,77000000,0,58800000,0,265000,0,0,76752,1,1
2,1,7311482,0,0,507270,0,0,80000000,33000000,65680182,0,9254000,0,0,507270,1,1
1,2,836250,3183334,0,517080,250875,9500000,99000000,0,0,0,22635000,440000,0,1102455,2,1
2,1,0,0,0,246510,0,0,80000000,0,0,0,3982000,0,0,246510,1,1
3,1,4561665,0,0,0,1368500,0,77000000,0,0,0,3805000,0,0,3193165,0,0
3,1,1425000,141666,0,0,0,1900000,77000000,0,0,482724,1815330,0,0,0,1,1
3,2,7731039,283333,0,974600,167500,5700000,77000000,0,89722778,0,31980200,0,0,3489291,0,0
3,1,3452736,0,0,323180,0,4961850,77000000,0,0,0,5569440,0,0,323180,1,1
1,1,8417469,17720972,0,383180,60000,962230000,99000000,0,1247713605,0,558000,0,0,323180,1,1
1,1,0,0,0,60000,60000,2504200,99000000,0,0,0,0,0,0,0,1,1
3,4,1615140,0,0,500750,884542,0,77000000,9971000,0,0,1582000,680000,0,1231348,4,1
1,1,0,0,0,323180,0,0,99000000,0,0,0,296000,0,0,323180,1,1
3,1,2120000,0,0,320000,1015000,285000,77000000,447399000,683782145,0,19626000,3200000,0,1155000,0,0
3,4,5655496,0,17666,823360,307900,3230000,77000000,3780000,2946287,0,22630000,0,0,1226126,4,1
3,1,3342872,0,0,243360,0,2375000,77000000,0,17658667,0,5848000,0,0,243360,1,1
3,3,4653008,0,0,86580,886926,0,77000000,0,0,0,655000,0,0,1174654,3,1
3,1,0,0,0,456752,380000,0,77000000,0,0,0,51584000,0,0,76752,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,300000,0,0,77000000,0,189525000,0,7573000,0,0,5153363,0,0
3,2,0,0,0,736610,0,39699999,77000000,0,453590190,0,334000,0,0,736610,2,1
3,2,3266633,91667,2700000,416530,40000,5700000,77000000,0,597075877,0,22553000,0,0,376530,2,1
3,1,0,0,0,323180,0,0,77000000,0,1878240,0,123000,0,0,323180,1,1
1,1,0,0,0,323180,0,3800000,99000000,0,0,0,260000,0,0,323180,1,1
3,1,0,0,0,323180,0,0,77000000,0,0,0,1000000,0,91410,414590,1,1
3,3,967441,0,0,0,570232,2375000,77000000,3719000,0,0,2668000,0,0,397209,3,1
3,1,16667,875000,0,0,0,0,77000000,0,0,0,19746040,0,0,0,1,1
2,2,0,0,183333,323180,0,0,80000000,0,838458926,0,41254000,0,0,323180,2,1
2,1,0,0,0,657165,52600,1900000,80000000,0,3994500,0,4041000,930000,0,604565,1,1
2,1,0,0,0,323180,0,0,80000000,710000,2790000,0,5636000,0,0,323180,1,1
1,1,0,0,0,371781,0,56050000,99000000,0,95000000,62116838,586000,0,0,371781,1,1
3,1,0,0,0,0,0,0,77000000,4500000,60500000,0,1352000,0,0,0,1,1
2,1,910000,0,0,0,273000,17100000,80000000,11150000,0,0,22275000,0,0,637000,1,1
3,1,680000,0,0,0,624000,0,77000000,0,0,0,4493000,0,0,56000,1,1
3,1,0,0,0,323180,0,3059000,77000000,0,0,0,13034000,0,0,323180,1,1
3,1,0,0,0,1129532,0,0,77000000,10551000,0,0,2689000,0,0,1129532,0,0
3,1,0,0,0,363180,40000,4275000,77000000,0,0,0,602000,0,0,323180,1,1
3,1,0,0,0,2583860,0,2850000,77000000,0,0,0,9883000,0,0,2583860,0,0
3,1,0,0,0,586852,40000,4750000,77000000,0,0,0,246000,0,0,546852,1,1
3,1,0,0,0,323180,0,950000,77000000,0,780000,0,343000,0,0,323180,1,1
3,1,0,0,0,323180,0,4275000,77000000,1370000,0,0,4447000,976000,0,323180,1,1
3,1,0,0,0,363180,40000,2136550,77000000,0,135762,0,0,0,0,323180,1,1
3,1,0,0,0,323180,0,0,77000000,2854000,72500000,8764936,2182000,0,0,323180,1,1
3,2,1523340,0,0,100000,557002,3325000,77000000,0,0,0,232000,0,0,1066338,2,1
3,3,1770031,0,0,0,811009,37287500,77000000,3083000,22491851,22491851,39341000,12279000,0,959022,3,1
3,3,21666,0,0,40000,46500,28500000,77000000,2080000,20580513,0,6833000,2450000,0,15166,3,1
3,2,0,0,0,741620,0,28500000,77000000,2290000,0,0,38458000,0,0,741620,2,1
3,5,1620000,0,0,40000,1058000,0,77000000,29870000,71128055,0,29968000,4574000,0,602000,5,1
2,2,110966,600000,0,1157112,413290,0,80000000,17427000,118160846,38943030,2626000,0,0,1454788,0,0
3,1,0,0,0,446020,0,2318000,77000000,0,0,0,57000000,41967545,0,446020,1,1
3,1,719210,0,0,0,265240,0,77000000,45060000,65500000,0,8649000,1730000,0,453970,1,1
3,2,1499940,0,0,0,449982,2375000,77000000,36250000,0,0,15732000,0,0,1049958,2,1
1,1,0,0,0,323180,0,475000,99000000,0,0,0,12885000,6830000,0,323180,1,1
3,2,3464731,0,0,0,287000,950000,77000000,802000,0,0,4021320,0,0,669665,2,1
2,1,0,0,0,323180,0,56400000,80000000,5993000,0,0,200000,0,0,323180,1,1
3,2,0,0,0,1109540,463180,2126100,77000000,0,0,0,16831050,2120000,0,646360,2,1
3,1,0,0,0,0,0,0,77000000,0,0,0,500000,0,0,0,1,1
1,1,17428738,0,0,383180,60000,0,99000000,0,600099822,0,33483000,10000000,0,323180,1,1
2,1,0,0,0,342860,0,0,80000000,0,0,0,3054000,0,0,342860,1,1
1,2,6867082,0,0,786150,0,78300000,99000000,10183000,0,0,1939000,1460000,0,786150,2,1
1,1,0,0,0,323180,0,38000000,99000000,0,38000000,0,7139890,0,0,323180,1,1
3,1,8742000,6925000,0,529740,0,369000000,77000000,0,286000000,0,5373000,0,0,529740,1,1
1,1,1173360,0,0,0,352008,19000000,99000000,0,810000,0,13304000,1630000,0,821352,0,0
1,1,27279405,0,0,383180,60000,5418000,99000000,0,78558189,0,5012000,0,0,323180,1,1
2,1,0,0,0,383180,60000,28500000,80000000,0,0,0,9526000,0,0,323180,1,1
3,2,19912108,1658333,0,784250,321000,2553600,77000000,0,1080683125,0,1076000,0,0,733250,2,1
3,3,0,0,0,400000,400000,37762500,77000000,0,0,0,26014000,400000,0,0,3,1
2,1,1050000,0,0,0,315000,475000,80000000,0,0,0,2206000,0,0,735000,0,0
3,2,1603940,0,0,0,521884,2820550,77000000,0,0,0,667000,0,0,1082056,2,1
1,1,0,0,0,0,0,0,99000000,0,0,0,2312000,140000,0,0,1,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,2708000,0,0,323180,1,1
1,1,1458000,0,0,0,437400,2850000,99000000,0,0,0,13323000,0,0,1020600,0,0
3,3,0,0,0,0,0,0,77000000,0,0,0,80081000,0,0,0,3,1
3,2,0,0,0,0,0,0,77000000,120046000,87880000,0,29566000,0,0,0,2,1
2,1,0,0,0,323180,0,4275000,80000000,780000,1620000,0,3585880,0,0,323180,1,1
3,1,0,0,0,0,0,47500000,77000000,0,0,0,2955000,0,0,0,1,1
1,1,459340,0,0,0,137802,1520000,99000000,0,0,0,13371000,705000,0,321538,1,1
1,3,1944400,4606666,0,0,583320,10884150,99000000,0,44000025,0,31213333,3114000,0,1361080,3,1
2,1,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,1,1
2,1,2621140,0,0,60000,986342,0,80000000,0,0,0,25631000,10000000,0,1694798,0,0
3,1,1550420,0,0,0,465126,2820550,77000000,630000,0,0,5827000,0,0,1085294,0,0
3,1,747090,0,0,0,224127,0,77000000,0,0,0,10646000,2530000,0,522963,1,1
3,2,122230,0,0,0,122230,4275000,77000000,0,5000000,5000000,38103000,7655000,0,0,2,1
3,2,0,0,0,323180,0,4750000,77000000,2260000,127820,0,4624000,120000,0,323180,2,1
3,3,610000,0,3833,0,183000,41532100,77000000,0,0,0,88846000,65978399,0,430833,3,1
3,1,2518000,0,0,550960,0,164850000,77000000,9115000,0,0,6520000,0,0,550960,1,1
3,2,31465541,5577544,2666,1007690,70000,11584300,77000000,0,5081422862,0,40313000,120000,0,940356,2,1
3,1,0,0,0,0,0,4750000,77000000,6800000,10000000,10000000,6050000,5523000,0,0,1,1
1,1,1394085,0,0,0,0,9500000,99000000,0,2470100,0,198000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,27944000,0,0,0,1,1
3,4,910000,0,0,817330,653000,101000000,77000000,10000000,0,0,29866060,24925060,0,1219930,4,1
3,2,3804000,6548239,0,723710,263700,14250000,77000000,0,396673533,0,24580000,0,0,739010,2,1
3,1,6441333,0,0,342780,0,1900000,77000000,0,54239999,44000000,259000,0,0,342780,1,1
3,1,0,5783281,0,370000,370000,0,77000000,0,358991809,0,3709000,0,0,0,1,1
3,2,0,0,0,931200,0,0,77000000,0,215841891,0,1883000,0,0,931200,2,1
3,1,570000,0,0,0,0,9500000,77000000,3890000,63167555,0,410000,120000,0,0,1,1
3,1,2596031,0,0,347500,40000,0,77000000,0,45754782,0,234000,0,0,307500,1,1
3,1,0,0,0,550230,0,101000000,77000000,0,0,0,14293000,8951274,0,550230,1,1
3,1,0,0,0,427958,0,0,77000000,0,679333889,0,36442000,0,0,427958,1,1
3,1,0,1800000,0,300000,300000,0,77000000,0,6870000,0,16326000,13125000,0,0,1,1
3,1,608333,491667,0,715360,0,28500000,77000000,0,136404214,43496704,617000,0,0,715360,0,0
3,1,3160000,1403333,0,307500,0,16891000,77000000,4150000,585994946,0,4346000,0,0,307500,1,1
3,1,2150000,0,0,0,0,45849999,77000000,3430000,5332000,0,8784470,0,0,0,1,1
1,3,20000,0,0,140000,160000,21204950,99000000,60334000,9900960,0,74260000,2070000,0,0,3,1
3,1,0,0,0,307500,0,0,77000000,0,139145167,0,4539000,0,0,2898953,0,0
1,1,2215000,0,0,876180,0,0,99000000,0,2850000,0,638000,0,0,876180,0,0
3,4,0,0,0,811112,0,57684000,77000000,79566000,0,0,35751000,0,0,811112,4,1
3,1,0,0,0,200000,200000,0,77000000,0,0,0,0,0,0,0,1,1
3,2,7071689,0,0,200000,246675,0,77000000,0,0,0,1341000,0,0,69535,2,1
2,1,18330400,833333,0,635360,81000,0,80000000,16100000,968480454,0,20485000,0,0,824360,0,0
2,2,0,0,0,0,0,0,80000000,3286000,4750000,0,0,0,0,0,2,1
3,2,1300000,0,0,60000,450000,2280000,77000000,8000000,0,0,1157000,0,0,910000,2,1
3,5,1340000,0,0,600000,1282000,0,77000000,0,0,0,1892000,0,0,658000,5,1
1,1,0,0,0,323180,0,0,99000000,0,16039870,15118410,13359000,4000000,0,323180,1,1
1,2,3533333,383333,0,517080,0,0,99000000,4836000,470996156,0,59035000,0,0,517080,2,1
3,1,0,0,0,466060,0,23300000,77000000,0,2241356,0,2192000,0,0,466060,1,1
3,1,11096729,0,0,0,507402,2126100,77000000,0,453032841,0,0,0,0,574298,1,1
2,1,0,0,0,0,0,13898500,80000000,5700000,0,0,55599000,0,0,0,1,1
2,1,0,0,0,0,0,0,80000000,0,0,0,14386000,0,0,0,1,1
3,1,2825000,0,0,0,0,127750000,77000000,18000000,24746000,0,523000,0,0,0,1,1
3,2,2122600,2441667,0,517080,0,0,77000000,0,269000000,0,11776000,6350000,0,517080,2,1
3,1,2920800,0,0,383180,60000,0,77000000,0,139600000,0,634000,0,0,323180,1,1
3,1,0,0,0,383180,60000,1888600,77000000,0,44600000,0,644000,0,0,323180,1,1
2,1,0,0,0,79680,60000,0,80000000,0,0,0,13473000,0,0,19680,1,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,756000,0,0,323180,1,1
2,1,85500,0,0,0,0,2850000,80000000,0,12640488,0,592000,0,0,0,1,1
1,1,15908289,0,0,0,0,0,99000000,0,774750000,0,9863190,2100000,0,0,1,1
3,1,3900000,0,0,0,0,950000,77000000,0,0,0,21022000,0,0,0,1,1
3,1,1914440,0,6833,454690,0,0,77000000,0,0,0,40881000,0,0,461523,1,1
2,1,162666,33333,0,60000,255999,0,80000000,3500000,0,0,39821000,2120000,0,0,1,1
2,1,0,0,0,37022,0,0,80000000,0,0,0,7100530,0,0,37022,1,1
3,1,0,0,0,726360,403180,0,77000000,5500000,0,0,114000,0,0,323180,1,1
3,1,18872440,1850000,5083,323180,0,0,77000000,0,1661847200,0,11833000,0,0,328263,1,1
1,1,0,0,0,0,0,76000000,99000000,37420000,19082700,0,57908000,870000,0,669864,1,1
3,1,0,0,0,0,0,0,77000000,1035000,0,0,1254000,0,0,0,1,1
3,2,0,0,0,403180,403180,2375000,77000000,0,5560000,0,731000,0,0,0,2,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,9597000,0,0,323180,1,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,5082000,0,0,323180,1,1
3,1,0,0,0,79680,60000,0,77000000,0,0,0,7602000,0,0,19680,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,5007450,440000,0,0,1,1
3,5,1200000,41667,0,0,412422,0,77000000,39491000,0,0,355274000,0,0,15464061,0,0
3,1,0,0,0,60000,60000,0,77000000,0,0,0,21735000,0,0,0,1,1
3,1,432000,0,0,60000,329600,0,77000000,0,1340000,0,6300880,0,0,162400,1,1
3,1,0,0,0,60000,60000,0,77000000,0,0,0,360000,0,0,0,1,1
1,1,700000,0,0,0,210000,0,99000000,0,0,0,0,0,0,490000,1,1
1,2,0,0,0,0,0,9500000,99000000,0,0,0,5365000,0,0,0,2,1
1,1,0,20000,0,323180,20000,2850000,99000000,0,0,0,10296000,0,0,323180,1,1
1,1,1557630,0,0,0,467289,0,99000000,0,0,0,543000,0,0,1090341,0,0
1,2,498060,0,0,403180,552598,2327500,99000000,0,0,0,46590940,0,0,348642,2,1
3,1,1431000,0,0,0,429300,12600800,77000000,0,0,0,57152000,200000,0,1001700,0,0
3,1,10791890,0,0,76752,0,0,77000000,13030000,232318830,0,14588000,0,0,76752,1,1
3,1,0,0,0,0,0,475000,77000000,2500000,0,0,13212730,0,0,0,1,1
3,3,610000,0,178000,0,183000,22630900,77000000,18900000,0,0,99424000,15000000,2323200,3313497,0,0
2,2,1077440,0,0,120000,858720,12103950,80000000,0,144853600,0,2759000,2100000,0,338720,2,1
3,2,0,0,0,743000,0,95000000,77000000,0,0,0,29599000,0,0,2470097,0,0
1,2,4240080,0,0,60000,638850,0,99000000,0,0,0,802000,0,0,1350650,0,0
1,1,700000,0,0,60000,410000,19000000,99000000,1022000,0,0,2604000,1040000,0,350000,1,1
2,1,0,0,0,40000,40000,950000,80000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,744000,0,0,0,1,1
3,2,109528,0,0,0,109528,1662500,77000000,0,0,0,3583000,0,0,0,2,1
3,1,0,0,200000,323180,0,0,77000000,5700000,5000000,5000000,21827000,0,0,523180,1,1
3,1,1850000,4266667,0,323180,0,4826000,77000000,0,954124500,0,2054000,0,0,323180,1,1
2,1,6803580,0,0,323180,450000,0,80000000,0,121399150,0,2798000,0,0,1373180,0,0
3,1,0,0,0,0,0,950000,77000000,0,0,0,1897930,0,0,0,1,1
3,1,0,0,0,323180,323180,0,77000000,0,0,0,27717000,0,0,0,1,1
3,1,0,0,0,0,0,950000,77000000,0,15960000,0,9370000,820000,0,0,1,1
2,1,0,0,0,323180,0,0,80000000,0,0,0,167000,0,0,323180,1,1
2,1,8633045,0,0,323180,0,0,80000000,0,0,0,475000,0,0,323180,1,1
3,2,1079661,0,0,0,359808,23986550,77000000,4390000,0,0,34102000,200000,0,719853,2,1
3,1,0,0,0,386650,0,0,77000000,0,7799998,0,1844000,0,0,386650,1,1
3,3,0,0,0,380000,380000,75012950,77000000,93574397,97771749,0,29423000,3500000,0,0,3,1
1,1,74423,0,0,0,22327,74152515,99000000,0,0,0,151000,0,0,52096,1,1
1,1,6000000,0,0,0,0,4436500,99000000,1060000,1138783556,0,9363730,0,0,0,1,1
1,1,15777828,450000,0,1029912,0,0,99000000,0,393258125,0,1391000,0,0,1029912,0,0
2,1,0,0,0,323180,0,0,80000000,0,80000000,0,104558000,16578104,0,5517721,0,0
3,1,0,0,0,323180,0,0,77000000,0,103275887,33438022,9215000,0,0,323180,1,1
1,1,0,0,0,0,0,0,99000000,0,116000000,116000000,479000,0,0,0,1,1
3,2,0,0,0,0,0,0,77000000,0,1,0,2436000,0,0,0,2,1
1,1,0,0,0,466480,0,0,99000000,0,0,0,19347000,0,0,466480,1,1
1,1,0,0,0,0,0,0,99000000,0,0,0,2715000,0,0,0,1,1
1,1,30597653,0,0,383180,60000,2504200,99000000,0,946000000,0,3084000,0,0,323180,1,1
3,1,1300000,0,0,0,390000,0,77000000,0,0,0,165000,0,0,910000,0,0
1,2,636666,0,0,0,191000,0,99000000,0,0,0,9500000,0,0,445666,2,1
2,2,270000,0,0,786360,684180,18468950,80000000,0,0,0,1501000,1000000,0,372180,2,1
2,1,0,0,0,403180,403180,318025000,80000000,0,0,0,1381000,640000,0,0,1,1
3,2,2121560,350000,0,323180,11812,2820550,77000000,2266000,19470000,0,14057000,0,0,311368,2,1
3,3,3374999,0,0,400000,610000,6840000,77000000,0,178000000,0,1950000,0,0,490000,3,1
2,2,949999,0,0,463180,463180,3562500,80000000,0,0,0,3772000,2050000,0,0,2,1
3,1,1173360,0,0,0,352008,950000,77000000,3235000,0,0,3440000,0,0,821352,0,0
2,1,7444160,0,0,0,0,1425000,80000000,0,123199084,0,222000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,696000,0,0,0,1,1
1,1,2090000,841667,0,419932,343180,0,99000000,0,627116498,0,7268000,7100000,0,76752,1,1
3,1,1271140,0,0,0,421842,475000,77000000,4184000,6730000,0,0,0,0,849298,0,0
3,4,0,0,0,200000,200000,43358000,77000000,0,0,0,66744000,1700000,0,1652765,4,1
3,1,0,0,0,40000,40000,13414000,77000000,0,0,0,574950,0,0,0,1,1
3,3,0,0,0,40000,40000,6426750,77000000,0,0,0,46613000,2960000,0,0,3,1
1,1,5803945,0,0,300000,300000,0,99000000,0,102000000,0,11568000,0,0,0,1,1
2,3,929080,0,0,0,292080,7536350,80000000,2400000,0,0,11118000,1400000,0,637000,3,1
3,1,4964062,508333,0,774080,380000,92000000,77000000,0,0,0,0,0,0,394080,1,1
1,2,1657090,0,0,0,497127,37648500,99000000,0,0,0,1855000,280000,0,1159963,2,1
3,3,4207074,0,0,400000,700000,138827464,77000000,183440000,50349998,0,54272000,0,0,700000,3,1
3,1,826666,0,0,726360,791180,7872650,77000000,0,0,0,26752000,0,0,761846,0,0
3,1,1343750,0,0,0,403125,1900000,77000000,2250000,0,0,3240000,0,0,940625,0,0
3,1,4000000,41667,0,323180,0,0,77000000,0,279800000,0,1568000,0,0,323180,1,1
3,4,640000,0,0,300000,492000,4750000,77000000,0,0,0,2617000,840000,0,448000,4,1
3,2,2952563,0,15583,235990,235005,950000,77000000,0,0,0,37176000,0,0,735798,2,1
1,1,0,0,0,0,0,1520000,99000000,59165000,0,0,19822000,120000,0,0,1,1
2,1,0,0,0,678680,60000,0,80000000,0,23292283,2077892,3237000,0,0,618680,1,1
2,1,0,0,0,323180,0,0,80000000,0,3000000,3000000,1800000,0,0,323180,1,1
1,2,4712797,175000,0,731370,0,2504200,99000000,0,317000000,0,2001000,0,0,731370,2,1
3,2,0,0,0,971657,0,42326300,77000000,0,0,0,28871000,8250000,0,971657,2,1
1,1,0,0,0,0,0,475000,99000000,0,394350,0,149000,0,0,0,1,1
3,1,0,0,0,323180,0,0,77000000,20000000,0,0,5438000,0,0,323180,1,1
3,6,385993,0,0,0,385993,0,77000000,15000000,40200094,0,3962520,0,0,0,6,1
1,1,0,0,0,323180,0,4750000,99000000,0,11652667,0,1957000,260000,0,323180,1,1
1,1,1200000,0,0,0,0,4750000,99000000,0,0,0,1293000,160000,0,1200000,0,0
3,1,551499,0,0,307500,0,28500000,77000000,0,65550380,65550380,1440000,0,0,307500,1,1
3,1,3782600,333333,60000,161590,0,0,77000000,0,935074663,0,54900000,0,0,221590,1,1
3,1,4716667,0,0,0,0,0,77000000,9841000,2470000,0,180000,0,0,0,1,1
3,3,4173270,533333,0,0,408000,12018450,77000000,0,464304619,0,0,0,0,952000,3,1
1,3,987667,850000,0,0,255000,0,99000000,0,806838884,0,70891000,3900000,0,5892279,0,0
2,1,0,0,0,0,0,1900000,80000000,0,20557778,0,0,0,0,0,1,1
