region,num_household_member,labor_income,business_income,property_income,other_income,income_tax_deduction,living_asset,basic_property_amt,debt,general_property,general_property_deduction,fin_property,fin_property_deduction,car,rec_amt_income,target_mul,target_yn
3,2,0,0,0,965520,80000,51860500,77000000,0,0,0,16834000,9350000,0,885520,2,1
1,2,3510999,8333,46666,517080,0,8360000,99000000,0,0,0,14670000,0,0,563746,2,1
3,4,300000,0,0,500000,500000,7324500,77000000,0,279390166,0,64407000,4415000,0,0,4,1
3,1,6079011,0,0,491950,70000,1900000,77000000,0,460000000,0,1915000,0,0,421950,1,1
3,2,4354010,0,0,0,524365,3087500,77000000,4901000,0,0,10617000,1260000,0,1085045,2,1
3,1,850733,258333,0,0,77500,0,77000000,53810000,51460624,0,16181000,1650000,0,180833,1,1
3,1,13886444,0,0,300000,300000,268716150,77000000,48000000,73085765,0,21989000,2090000,0,1000000,0,0
3,1,0,0,300000,388316,0,0,77000000,0,37090666,0,2767000,0,0,688316,1,1
3,1,849810,0,0,0,563593,0,77000000,20162000,1669800,0,179000,0,0,286217,1,1
2,2,12369793,0,0,517080,0,41697400,80000000,0,268096483,0,42332000,41446000,0,517080,2,1
2,1,0,0,0,464410,0,19000000,80000000,0,0,0,8917000,0,0,464410,1,1
3,1,28505804,0,0,323180,0,19000000,77000000,0,1138252001,0,221000,0,0,323180,1,1
2,1,0,0,0,323180,0,3808550,80000000,0,0,0,4865000,0,0,323180,1,1
3,1,12874757,0,0,845270,60000,0,77000000,10488000,228328250,0,16923000,0,0,785270,0,0
3,1,0,0,0,0,0,0,77000000,14970000,0,0,10088000,0,0,0,1,1
3,2,0,0,0,686360,40000,2375000,77000000,0,0,0,2000000,2000000,0,646360,2,1
2,1,0,0,0,59680,40000,0,80000000,0,0,0,844000,0,0,19680,1,1
3,1,0,0,0,323180,0,2850000,77000000,0,153252,0,0,0,0,323180,1,1
3,2,800000,0,0,323180,240000,18926850,77000000,0,2170000,0,3060000,0,0,883180,2,1
3,1,0,0,0,323180,0,0,77000000,0,68899999,0,8225000,3913000,0,323180,1,1
3,1,600000,208333,0,510850,0,0,77000000,0,11200000,0,29298000,15258000,0,510850,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,405000,0,0,0,1,1
1,1,5560135,0,0,432690,0,0,99000000,0,102000000,0,26345000,0,0,432690,1,1
3,1,598329,0,0,76752,0,0,77000000,6785000,20227000,0,323000,0,0,76752,1,1
3,3,0,0,0,307500,0,6420100,77000000,0,0,0,4002590,0,0,307500,3,1
3,2,13127190,0,0,0,0,3040000,77000000,9348000,862000000,0,2395000,0,0,0,2,1
3,1,0,0,0,383180,60000,0,77000000,0,0,0,209000,0,0,323180,1,1
3,1,4856640,0,0,403180,403180,2375000,77000000,0,0,0,2808430,0,0,0,1,1
2,1,0,0,0,0,0,0,80000000,0,167603894,0,258000,0,0,0,1,1
2,1,900000,0,0,0,0,3934900,80000000,0,68092874,0,490000,0,0,0,1,1
3,1,14731780,0,0,442860,0,17909400,77000000,0,36745513,0,13050000,3470000,0,442860,1,1
1,1,0,0,0,323180,0,20396500,99000000,0,0,0,326000,0,0,323180,1,1
3,1,9945160,0,0,323180,0,0,77000000,0,421370000,0,13189000,0,0,323180,1,1
1,1,0,0,60416,507060,0,0,99000000,0,93099750,29267090,41383000,0,0,643576,1,1
3,1,6387507,0,0,307500,0,2850000,77000000,611000,0,0,10966000,0,0,307500,1,1
3,1,1000000,183333,0,40000,40000,2992500,77000000,0,178243574,0,200000,200000,0,0,1,1
2,1,12202852,116667,0,323180,0,4750000,80000000,0,88193555,0,9742000,0,0,323180,1,1
3,3,1300000,0,0,0,0,9500000,77000000,12950000,0,0,51401000,0,0,0,3,1
3,1,5123087,0,0,60000,60000,1848700,77000000,0,0,0,35156000,0,0,0,1,1
3,1,3839447,0,0,0,0,9500000,77000000,0,21066340,0,952000,0,0,0,1,1
3,1,1609075,0,0,384252,0,218000000,77000000,0,3080000,0,0,0,0,384252,1,1
3,1,2931885,0,483333,307500,0,0,77000000,12930000,905325797,0,199000,0,0,307500,1,1
1,1,191667,0,0,726360,594847,13832000,99000000,3726000,0,0,10759000,9280000,0,323180,1,1
2,1,4519988,0,0,383180,60000,12559950,80000000,0,12099739,3300000,166000,0,0,323180,1,1
2,1,4806167,0,220000,461990,0,14944450,80000000,0,0,0,338000,0,0,681990,1,1
2,2,6704000,0,0,920260,403180,28632050,80000000,0,0,0,3543290,0,0,517080,2,1
3,1,0,0,0,323180,0,2850000,77000000,0,0,0,0,0,0,323180,1,1
2,1,0,0,0,323180,0,9500000,80000000,0,9500000,0,104000,0,0,323180,1,1
1,1,0,0,0,323180,0,15969500,99000000,0,0,0,279000,0,0,323180,1,1
2,1,7542553,3275000,0,0,0,243378526,80000000,0,4750000,0,9277000,0,0,0,1,1
2,1,9184100,116667,0,203259,0,37417650,80000000,1659000,0,0,4499000,3560000,0,203259,1,1
1,1,15589179,0,0,458930,221000,0,99000000,0,379600000,0,23420000,0,0,507930,1,1
1,2,0,0,0,200000,200000,4940000,99000000,26663000,1605214,0,318000,0,0,0,2,1
1,1,4530002,11057879,1583333,641950,0,49571000,99000000,903000,1803583832,0,23541000,770000,0,641950,1,1
3,1,1779568,0,0,323180,0,2850000,77000000,0,0,0,10953000,0,0,323180,1,1
3,1,0,0,19749,323180,0,0,77000000,31698000,49580000,0,20011000,0,0,342929,1,1
1,1,5209661,0,0,510030,0,0,99000000,0,237410000,0,692000,0,0,510030,1,1
3,1,0,0,0,323180,0,14152150,77000000,0,0,0,15281000,0,0,323180,1,1
3,2,1528790,0,0,200000,708114,0,77000000,280000,47700000,0,682000,0,0,1020676,2,1
3,1,0,0,7750,323180,0,475000,77000000,0,0,0,48128000,10390000,0,330930,1,1
3,2,0,0,0,307500,0,2546000,77000000,0,0,0,8702420,0,0,307500,2,1
3,1,10988687,0,0,323180,0,2850000,77000000,0,842114431,55549182,8260000,0,0,323180,1,1
2,1,7953908,0,0,383180,60000,6483750,80000000,0,0,0,1792000,0,0,323180,1,1
3,3,2213332,0,0,400000,688000,7410000,77000000,0,517129812,0,7482000,600000,0,672000,3,1
1,3,1675135,0,0,60000,910378,19000000,99000000,13244000,19000000,0,16996760,0,0,824757,3,1
3,1,3051499,0,0,307500,0,2850000,77000000,0,88910000,0,111000,0,0,307500,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,7523000,0,0,0,1,1
3,3,0,283333,0,0,0,4655000,77000000,0,0,0,7403000,0,1620000,1620000,0,0
3,1,0,0,0,522470,0,0,77000000,0,49922250,0,52049000,0,0,522470,1,1
2,1,2100000,0,0,213750,0,0,80000000,0,853862945,0,631000,0,0,213750,1,1
3,1,0,0,0,383180,60000,0,77000000,0,24700000,0,3030400,0,0,323180,1,1
3,4,6061936,0,291667,0,1000091,19000000,77000000,1000000,539271660,0,492000,0,0,2333544,0,0
3,1,13781513,0,0,383180,60000,3103175,77000000,0,408877501,0,366000,0,0,323180,1,1
2,1,0,0,0,323180,0,28094350,80000000,0,0,0,3906000,3700000,0,323180,1,1
3,1,0,0,0,0,0,5497650,77000000,0,0,0,431000,0,0,0,1,1
2,1,1173360,0,0,0,352008,4275000,80000000,0,2485750,0,3036000,0,0,821352,0,0
1,1,0,0,0,0,0,1406000,99000000,0,0,0,41667,0,0,0,1,1
3,1,7989394,0,5083,563460,0,25200000,77000000,0,195200000,22000000,36969000,0,0,568543,1,1
2,1,4560764,0,0,60000,60000,18357800,80000000,9000000,0,0,4784000,1800000,0,0,1,1
1,1,3397454,0,0,323180,0,2504200,99000000,0,77500000,0,6015000,0,0,323180,1,1
1,1,0,0,0,323180,0,0,99000000,0,0,0,414000,0,0,323180,1,1
1,1,0,0,0,60000,60000,2375000,99000000,0,0,0,81653590,75838644,0,0,1,1
2,1,719420,0,7500,267160,415826,0,80000000,0,7283348,0,18426000,0,0,578254,1,1
3,1,0,0,0,403180,403180,2042500,77000000,0,0,0,27371000,0,0,0,1,1
2,1,0,0,0,323180,0,4560000,80000000,0,0,0,562333,0,0,323180,1,1
3,1,0,0,0,323180,0,4192350,77000000,0,142000000,142000000,1328000,0,0,323180,1,1
1,1,6351547,0,0,870089,0,0,99000000,0,268900000,0,26350000,0,0,870089,0,0
3,1,0,0,0,60000,60000,2375000,77000000,0,0,0,2011420,0,0,0,1,1
1,2,9254663,1583333,0,1107100,0,0,99000000,0,439559564,0,1083000,0,0,1107100,2,1
1,1,0,0,0,323180,0,190000,99000000,0,0,0,271000,0,0,323180,1,1
1,3,0,1560000,0,0,468000,54625000,99000000,94970000,31673875,0,29925000,3600000,0,1092000,3,1
1,2,1170870,0,0,363180,531261,1957000,99000000,8762000,37181200,32791200,14665580,0,0,1002789,2,1
3,1,0,0,0,323180,0,0,77000000,0,78000000,32687669,2236000,0,0,323180,1,1
2,1,0,1691667,0,399932,0,0,80000000,0,0,0,212000,0,0,399932,1,1
1,1,0,0,0,323180,0,4750000,99000000,0,4750000,0,3531000,1380000,0,323180,1,1
2,1,1005290,0,287000,76752,506589,0,80000000,0,835467778,0,2519000,0,0,575453,1,1
2,1,3356110,533333,0,323180,0,61000000,80000000,0,722281666,0,1384000,0,0,323180,1,1
2,1,0,0,0,862430,403180,0,80000000,0,0,0,0,0,0,459250,1,1
1,2,13754034,0,0,517080,82499,4750000,99000000,0,133449278,0,8566000,780000,0,709579,2,1
3,3,4853950,433333,0,770795,633685,3990000,77000000,0,257830181,0,17295000,2000000,0,916060,3,1
1,3,0,0,0,463180,463180,2517500,99000000,1917000,0,0,1342410,0,0,0,3,1
1,2,2850000,0,0,403180,453180,5700000,99000000,10380000,288702587,0,694000,0,0,0,2,1
3,1,4080000,0,0,40000,40000,2820550,77000000,0,0,0,17651000,0,0,0,1,1
3,2,6423400,0,0,577080,60000,0,77000000,0,533071,0,0,0,0,517080,2,1
3,2,12883453,0,0,0,0,146000000,77000000,54989000,461372356,0,11963000,0,1400000,21338542,0,0
1,2,0,0,0,323180,0,28500000,99000000,10900000,0,0,23546000,0,0,323180,2,1
3,3,414966,0,0,102960,0,79900000,77000000,0,49322444,45500000,27624000,19177000,0,102960,3,1
2,1,1125000,0,0,469932,908480,0,80000000,0,0,0,9827000,0,0,686452,1,1
1,1,3250000,0,0,0,0,0,99000000,0,11400000,0,231270,0,0,0,1,1
2,2,8538213,5300000,0,674630,0,340700000,80000000,4760000,399500000,0,21591000,0,0,674630,2,1
3,1,7987919,1608334,0,323180,0,2820550,77000000,0,586950509,0,10235000,0,0,323180,1,1
1,1,467500,0,0,479932,403180,0,99000000,0,30000000,30000000,1201000,600000,0,76752,1,1
3,1,300000,0,0,618590,90000,1520000,77000000,0,52899999,0,41854000,7600000,0,1246382,0,0
3,1,0,0,0,0,0,0,77000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,726360,403180,1985500,77000000,0,0,0,0,0,0,323180,1,1
3,2,846750,425000,0,370000,543025,28500000,77000000,0,0,0,3172000,0,0,403725,2,1
2,1,0,0,0,323180,0,33250000,80000000,0,226000000,226000000,109459000,89424892,0,323180,1,1
3,1,0,0,0,0,0,1900000,77000000,18138000,0,0,14880380,0,0,0,1,1
1,1,666667,0,0,323180,200000,0,99000000,0,1900000,0,2929000,0,0,789847,0,0
3,1,3200000,0,120249,323180,0,0,77000000,0,0,0,35746000,0,0,443429,1,1
3,1,0,0,0,323180,0,19000000,77000000,0,0,0,22806000,0,0,323180,1,1
3,1,0,0,39666,376925,0,0,77000000,0,0,0,49760000,0,0,416591,1,1
1,1,0,0,0,402860,60000,0,99000000,0,0,0,155000,0,0,342860,1,1
2,1,0,0,0,323180,0,8797950,80000000,0,328000000,0,46557000,0,0,13633123,0,0
1,1,0,0,0,403180,403180,10583000,99000000,0,0,0,10567000,0,0,0,1,1
2,1,0,2183333,0,323180,0,4750000,80000000,0,283899999,0,1280000,0,0,323180,1,1
3,6,5234440,1558333,0,587660,23625,14250000,77000000,53060000,243000000,0,93508000,1886000,4050000,7228475,0,0
3,1,0,0,0,0,0,4924800,77000000,0,0,0,332000,109000,0,0,1,1
3,2,1200000,0,0,1383692,0,45850000,77000000,34777000,11016000,0,35894480,0,0,1383692,0,0
3,2,2625000,0,0,0,862172,9500000,77000000,28353000,0,0,986000,0,0,1721161,0,0
3,3,1633823,0,0,0,793823,4265500,77000000,18656000,870000,0,30698000,0,0,840000,3,1
3,1,0,0,0,323180,0,0,77000000,0,0,0,11981000,0,0,323180,1,1
3,2,0,0,0,0,0,0,77000000,183000000,119000000,0,1098000,0,0,0,2,1
3,4,2647240,0,0,40000,259840,2850000,77000000,5230000,177714791,0,23040000,2400000,0,512960,4,1
1,1,0,0,0,323180,0,0,99000000,14089000,0,0,31321810,0,0,323180,1,1
2,1,14556728,1183333,0,323180,0,2375000,80000000,0,1198555868,0,1895000,0,0,323180,1,1
2,2,10654166,0,0,3411984,0,32377900,80000000,4559000,301153484,280000000,40673000,0,0,3411984,0,0
3,2,9442421,33333,0,937470,0,238500000,77000000,1150000,7297409,7239879,14133830,0,0,937470,2,1
1,1,0,0,0,0,0,2280000,99000000,6258000,25000000,21791583,0,0,0,0,1,1
3,3,1557630,0,0,403180,870469,61049998,77000000,0,49984000,0,20523000,380000,0,1090341,3,1
3,1,7731673,0,0,130230,0,4831700,77000000,0,111000000,0,8789000,0,0,130230,1,1
3,2,2149998,0,0,60000,60000,4450750,77000000,7610000,142110000,8110000,16797000,3480000,0,0,2,1
3,1,4875667,0,0,0,0,0,77000000,0,0,0,712000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,3130000,0,0,9771000,0,0,0,1,1
2,2,15874998,0,0,40000,40000,25053400,80000000,12000000,512985000,0,1225000,0,0,0,2,1
2,1,0,0,0,0,0,1520000,80000000,0,0,0,5946440,0,0,0,1,1
3,1,0,0,0,608360,0,19000000,77000000,0,5000000,0,2274000,0,0,608360,1,1
1,1,0,0,0,323180,0,4750000,99000000,3712000,0,0,10540000,0,0,323180,1,1
3,1,8390059,0,0,0,329760,1900000,77000000,9329000,10143436,0,18338000,2470000,0,769440,0,0
1,1,5158969,40000000,0,465750,0,0,99000000,0,458000000,0,16737000,5000000,0,465750,1,1
1,5,0,1400000,0,600000,1020000,4750000,99000000,5306000,0,0,3091000,1120000,0,980000,5,1
1,1,3208333,3033334,433333,573462,0,0,99000000,0,493443526,0,2572000,0,0,573462,1,1
1,1,7089691,0,0,0,0,1425000,99000000,0,2229333,0,10129360,0,0,0,1,1
3,2,2000000,0,0,120000,120000,34000000,77000000,0,0,0,10925810,0,0,0,2,1
3,1,0,0,0,0,0,28761250,77000000,30000000,0,0,578000,0,0,0,1,1
3,2,0,0,0,557080,40000,0,77000000,119287000,132000000,0,15147210,4000000,0,517080,2,1
3,1,10063811,275000,35416,0,194544,1900000,77000000,0,429313367,0,568000,0,0,489352,1,1
1,1,0,0,0,0,0,0,99000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,613072,60000,0,77000000,0,57691778,0,14816000,0,0,553072,1,1
1,1,1630000,0,0,0,769000,950000,99000000,0,0,0,1822000,260000,0,861000,0,0
3,1,610000,0,0,0,183000,0,77000000,0,0,0,318110,0,0,427000,1,1
3,1,0,0,92249,318720,0,2375000,77000000,0,0,0,58335000,0,0,410969,1,1
2,2,0,0,594095,517080,0,0,80000000,25293000,128000000,0,5180000,0,0,2069325,0,0
3,1,1557630,0,0,0,804664,27170000,77000000,32641000,0,0,1059000,0,0,752966,0,0
3,1,4150000,0,0,60000,1445000,4065050,77000000,7918000,0,0,15043000,0,0,2765000,0,0
3,3,0,116667,0,200000,200000,4750000,77000000,250000,206247390,0,1939000,160000,0,0,3,1
3,1,3138000,0,0,380000,380000,2504200,77000000,0,77023980,0,3360000,0,0,0,1,1
3,1,5339306,191667,0,513660,0,155250550,77000000,0,17629726,0,7268000,0,0,513660,1,1
3,1,1268020,0,0,0,883490,950000,77000000,0,0,0,0,0,0,384530,1,1
3,2,62135,0,0,0,18641,950000,77000000,0,0,0,1964000,257000,0,43494,2,1
3,1,0,0,0,0,0,0,77000000,0,0,0,272000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,680400,0,0,0,1,1
3,1,8927236,0,0,307500,0,474000000,77000000,0,183600684,0,4251000,0,0,307500,1,1
3,2,3997000,0,0,0,729100,17100000,77000000,0,1360000,0,25122000,5000000,0,767900,2,1
1,1,0,0,0,0,0,0,99000000,0,0,0,9819000,5000000,0,0,1,1
2,1,9673666,0,0,383180,281000,5191750,80000000,0,327000000,0,1773000,0,0,372180,1,1
2,1,9466670,0,141667,323180,0,9500000,80000000,0,525487611,0,380000,0,0,323180,1,1
3,1,1499940,0,0,0,490482,0,77000000,334191000,0,0,5810000,5172000,0,1009458,0,0
3,1,0,0,0,0,0,0,77000000,0,0,0,0,0,0,0,1,1
3,1,0,0,0,403180,403180,0,77000000,0,0,0,8168000,0,0,0,1,1
3,1,1066667,8333,0,0,0,87474640,77000000,0,0,0,13740000,680000,0,0,1,1
3,3,0,0,0,1496120,741720,5097700,77000000,0,5097700,0,12321060,0,0,754400,3,1
3,4,3186446,0,0,400000,1700531,19000000,77000000,20714000,0,0,4823000,0,0,1885915,0,0
3,1,0,25000,81082,541120,25000,109999999,77000000,0,194898724,0,66722000,0,0,12956476,0,0
3,1,0,0,0,0,0,1900000,77000000,0,0,0,736000,0,0,0,1,1
2,1,5125610,0,0,323180,0,9500000,80000000,0,0,0,1795000,0,0,323180,1,1
3,1,0,0,0,614570,0,0,77000000,0,0,0,23587000,0,0,614570,1,1
3,1,0,0,0,0,0,1985500,77000000,0,0,0,20748380,0,0,0,1,1
3,1,0,0,0,380000,380000,0,77000000,0,0,0,640000,640000,0,0,1,1
3,2,0,0,0,40000,40000,29420550,77000000,0,0,0,1109000,0,0,0,2,1
3,4,610000,0,0,300000,483000,31891100,77000000,0,15499999,0,2484000,880000,0,427000,4,1
3,1,3155150,0,0,40000,40000,0,77000000,0,62566450,0,264000,0,0,0,1,1
3,1,3362845,0,0,0,0,0,77000000,0,16893236,0,2130000,0,0,0,1,1
3,2,6765221,0,0,716450,200000,364950000,77000000,0,28500000,0,4736000,2400000,0,516450,2,1
3,2,0,0,0,0,0,4275000,77000000,0,0,0,2254000,0,0,0,2,1
3,2,0,0,0,532000,40000,9500000,77000000,40061000,0,0,70976000,0,0,492000,2,1
3,1,0,0,0,0,0,0,77000000,0,2845920,0,4044000,0,0,0,1,1
3,5,3561130,0,0,370000,1770546,0,77000000,18627000,48880000,0,54413667,0,0,2327517,0,0
3,1,1100000,0,0,548190,330000,28500000,77000000,7194000,0,0,13004000,0,0,1318190,0,0
3,1,0,16666,0,0,0,2850000,77000000,2300000,129000000,0,19615000,0,0,0,1,1
3,1,3922500,0,0,0,150000,9500000,77000000,14180000,65100000,24299249,11633000,0,0,350000,1,1
3,1,10562968,0,0,0,0,1900000,77000000,0,2860000,0,36418000,4500000,0,0,1,1
3,1,0,0,0,307500,0,3800000,77000000,0,0,0,12763480,0,0,307500,1,1
3,1,4118442,0,0,307500,0,2375000,77000000,0,24485026,0,0,0,0,307500,1,1
3,2,1600000,108333,0,100000,580000,41200000,77000000,1008000,15686745,0,1775000,680000,0,1120000,2,1
3,2,7314388,0,0,347500,40000,85950550,77000000,0,136370000,0,1296000,0,0,307500,2,1
3,1,0,0,0,40000,40000,2375000,77000000,3619000,7919999,0,2618000,0,0,0,1,1
3,2,0,0,0,380000,380000,2033000,77000000,0,0,0,1098590,0,0,0,2,1
3,2,650000,0,0,145460,195000,0,77000000,0,19113500,0,19839000,5300000,0,600460,2,1
3,1,6123773,0,0,0,0,24225000,77000000,7830000,1080000,0,5956000,0,0,0,1,1
3,1,0,0,0,403180,403180,0,77000000,0,47200000,0,25762000,0,0,0,1,1
3,1,8180000,0,0,323180,0,191000000,77000000,0,3180375,0,3347770,0,0,323180,1,1
2,1,0,0,0,40000,40000,0,80000000,0,3251150,0,8286000,0,0,0,1,1
3,1,23702309,0,0,544100,0,19000000,77000000,14000000,771824088,0,787000,0,1070000,1614100,0,0
2,1,3394333,1074999,0,323180,0,0,80000000,0,298716,0,636000,100000,0,323180,1,1
3,1,0,0,0,323180,323180,0,77000000,0,0,0,8066000,0,0,0,1,1
3,1,0,3598669,83333,383180,60000,254500000,77000000,0,672907666,0,22101000,0,0,323180,1,1
1,2,3664440,0,0,60000,60000,2850000,99000000,0,53300000,0,1174000,0,0,0,2,1
3,1,0,500000,0,645690,0,31300000,77000000,0,313608000,0,2457000,1250000,0,645690,1,1
3,3,610000,0,0,463180,926180,4852600,77000000,29003000,134518667,0,20961000,0,0,147000,3,1
3,1,2441667,75000,0,0,0,2850000,77000000,0,154000000,0,26378000,9170000,0,0,1,1
3,1,5085720,1381980,0,483490,0,270603150,77000000,0,228673804,0,419000,0,0,483490,1,1
2,1,13866045,0,8333,565280,0,31616000,80000000,0,390672633,0,45153000,12796055,0,565280,1,1
3,6,1950000,0,0,0,650812,0,77000000,0,1710000,0,56092000,0,0,1299188,6,1
3,1,8799278,3734999,0,421580,0,0,77000000,0,419700000,43000000,13969320,0,0,421580,1,1
3,1,24917420,9928722,5250,485160,0,0,77000000,3630000,328000000,0,7811000,0,0,490410,1,1
3,1,10229161,0,0,323180,0,31350000,77000000,0,141005278,0,0,0,0,323180,1,1
3,4,2175326,0,0,278110,0,0,77000000,0,348200000,157367222,51339000,0,0,278110,4,1
2,1,3104398,233333,308333,639636,221000,344902050,80000000,7000000,561786851,0,26256000,0,0,688636,1,1
3,1,0,0,0,307500,0,2545050,77000000,0,25116546,623000,11706150,1140000,0,307500,1,1
3,1,2691666,41667,0,0,0,76055960,77000000,0,56450539,0,16846000,0,0,0,1,1
3,2,0,0,35582,558310,0,57000000,77000000,0,0,0,34114000,0,0,1164428,2,1
3,3,0,0,0,0,0,0,77000000,4220000,504691,0,27057803,2410000,0,0,3,1
3,1,0,0,0,245380,0,0,77000000,636000,0,0,1909000,0,0,245380,1,1
3,2,4207671,1691667,158333,380000,672542,64600000,77000000,32000000,246532349,0,2050000,0,0,585526,2,1
3,1,10726000,5593779,708333,687500,380000,0,77000000,0,1787306827,0,894000,0,0,307500,1,1
3,1,0,0,0,0,0,0,77000000,0,8372928,0,495300,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,968000,0,0,0,1,1
3,1,5500000,0,235000,307500,0,19000000,77000000,0,321000000,0,177000,0,0,542500,1,1
3,1,2408333,1391667,0,307500,0,111325000,77000000,0,67209737,0,0,0,0,307500,1,1
3,1,0,0,0,323180,0,0,77000000,0,0,0,127000,0,0,323180,1,1
3,1,5916666,13933908,0,462380,0,388000000,77000000,0,4620904,0,241000,0,0,462380,1,1
3,2,0,0,0,0,0,4750000,77000000,1998000,4750000,0,11006000,0,0,0,2,1
3,1,1000000,0,0,0,300000,950000,77000000,0,0,0,341000,0,0,700000,1,1
2,1,5575000,0,0,403180,403180,19606100,80000000,0,0,0,3557000,2140000,0,0,1,1
2,1,7842879,0,0,399932,0,0,80000000,0,303900000,0,4811000,0,0,399932,1,1
3,2,3888920,0,0,0,300000,4940000,77000000,616000,0,0,3826000,1380000,0,700000,2,1
2,1,4549232,0,0,0,632770,0,80000000,0,0,0,302000,0,0,1476464,0,0
2,1,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,1,1
2,1,12318333,0,0,577330,60000,0,80000000,0,540000000,0,231000,0,0,517330,1,1
3,1,0,0,0,323180,323180,0,77000000,0,0,0,0,0,0,0,1,1
1,1,4367621,2675000,0,481770,0,14364000,99000000,0,547056799,0,605000,0,0,481770,1,1
3,1,0,0,0,383180,60000,0,77000000,0,145000000,0,992000,0,0,323180,1,1
3,1,0,0,0,538110,0,2375000,77000000,0,28640000,27500000,14939000,0,0,538110,1,1
1,2,0,0,0,0,0,0,99000000,0,0,0,115933000,0,0,747006,2,1
1,2,610000,0,0,323180,183000,2185000,99000000,25428000,28591421,28591421,7460000,0,0,750180,2,1
2,1,0,0,0,0,0,2020650,80000000,0,0,0,550000,0,0,0,1,1
3,1,800000,575000,0,0,0,760000,77000000,0,142999999,0,10639000,0,0,0,1,1
3,2,1638873,0,0,260000,260000,950000,77000000,990000,0,0,1135000,0,0,0,2,1
2,1,0,0,0,403180,403180,2850000,80000000,0,0,0,396000,0,0,0,1,1
2,1,200000,0,0,479932,603180,1519050,80000000,0,0,0,1239000,0,0,76752,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,2160330,0,0,0,1,1
2,1,1212480,691667,0,353180,30000,0,80000000,0,0,0,0,0,0,323180,1,1
3,1,0,0,0,416160,0,10431000,77000000,0,0,0,31164000,0,0,416160,1,1
3,4,1116666,0,0,300000,600000,28697600,77000000,0,203343224,0,26789060,1670000,0,700000,4,1
3,1,3613235,0,0,40000,40000,2660950,77000000,0,0,0,6014000,0,0,0,1,1
3,1,0,0,0,0,0,9500000,77000000,0,0,0,4375000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,8788767,0,850000,0,0,0,1,1
3,1,0,0,0,0,0,950000,77000000,0,0,0,1413460,0,0,0,1,1
3,1,5221130,3233333,0,307500,0,516850000,77000000,0,379286623,0,0,0,0,307500,1,1
3,1,0,0,0,544360,0,9500000,77000000,2467000,0,0,19748000,0,0,544360,1,1
3,3,1334380,0,0,400000,800314,5871950,77000000,0,20000000,20000000,20571850,1640000,0,934066,3,1
3,1,1590000,0,0,0,519892,0,77000000,10362000,0,0,80595000,62209000,0,1070108,0,0
2,2,0,0,0,309680,0,16004650,80000000,16800000,0,0,1696680,0,0,309680,2,1
3,1,1557630,0,0,0,795244,4257900,77000000,0,0,0,5142000,0,0,762386,0,0
3,2,0,0,0,200000,200000,56400000,77000000,25456000,0,0,22546000,8130000,0,0,2,1
3,1,11168931,1683333,0,987063,0,9500000,77000000,0,812232255,0,4945000,0,0,987063,0,0
3,1,450000,0,0,0,135000,14250000,77000000,34254000,0,0,7422000,0,0,315000,1,1
1,2,629240,0,0,0,468772,13775000,99000000,3636000,880000,0,97251320,5320000,0,160468,2,1
2,3,0,0,0,614491,200000,4750000,80000000,21189000,0,0,2739000,0,0,414491,3,1
2,4,610000,0,0,0,463000,0,80000000,0,0,0,0,0,0,147000,4,1
2,2,0,0,0,0,0,0,80000000,26227000,0,0,56871000,55003635,0,0,2,1
3,1,0,0,0,0,0,2375000,77000000,0,720000,0,1100000,0,0,0,1,1
3,1,11300850,0,0,461590,0,1900000,77000000,0,199300000,0,352000,0,0,461590,1,1
3,1,0,0,0,323180,0,4750000,77000000,0,0,0,2181000,1220000,0,323180,1,1
3,1,0,0,0,633150,0,3800000,77000000,2474000,0,0,1406000,0,0,633150,1,1
1,1,5866025,8333,0,403180,403180,4370000,99000000,0,224000000,0,22553750,0,0,0,1,1
1,1,4568717,0,0,323180,0,19000000,99000000,0,34100000,0,2630000,0,0,323180,1,1
3,2,0,0,0,200000,200000,38083600,77000000,223048000,193239482,71416799,9697000,630000,0,0,2,1
1,1,650000,0,0,0,195000,475000,99000000,750000,0,0,21064000,0,0,455000,1,1
3,1,6888958,0,0,403180,403180,0,77000000,0,0,0,1011640,0,0,0,1,1
2,1,0,0,0,0,0,0,80000000,0,159000000,0,1405000,0,0,0,1,1
3,1,0,0,0,0,0,0,77000000,0,0,0,23990000,0,0,0,1,1
1,2,0,0,0,286580,200000,0,99000000,0,0,0,4917000,0,0,86580,2,1
1,1,1792860,0,0,0,537858,950000,99000000,2590000,12831478,3917218,90430920,27658791,0,1255002,0,0
3,1,0,0,0,0,0,0,77000000,0,0,0,556000,0,0,0,1,1
2,1,1687470,0,0,72842,555613,2054850,80000000,0,0,0,1793000,0,0,1204699,0,0
3,1,0,0,0,746070,0,0,77000000,1300000,19000000,0,590000,0,0,746070,0,0
